payment_id,invoice_id,payment_date,amount_paid
5343,8574,2024-05-10,208.95
5344,3369,2024-06-11,9.45
5345,16214,2024-02-04,9.45
5346,14936,2024-01-10,9.45
5347,16623,2024-02-10,9.45
5348,3028,2024-02-03,30.45
5349,14988,2024-07-03,9.45
5350,19860,2023-11-10,30.45
5351,9210,2024-01-03,9.45
5352,9057,2024-11-04,9.45
5353,5471,2023-11-08,9.45
5354,6794,2024-08-12,30.45
5355,5597,2024-02-09,9.45
5356,5248,2024-09-04,9.45
5357,19403,2024-08-04,30.45
5358,12621,2024-12-04,208.95
5359,16262,2024-10-07,208.95
5360,13442,2023-07-12,9.45
5361,10111,2024-11-12,82.95
5362,7464,2024-02-07,30.45
5363,15716,2024-04-07,30.45
5364,16952,2024-09-07,30.45
5365,3011,2024-03-03,30.45
5366,18312,2024-06-10,30.45
5367,18152,2023-09-06,30.45
5368,18075,2024-04-09,30.45
5369,11873,2024-07-03,30.45
5370,83,2024-12-02,82.95
5371,13778,2024-07-11,30.45
5372,14014,2024-12-10,9.45
5373,8129,2024-12-02,30.45
5374,9196,2024-11-02,30.45
5375,15246,2024-09-07,30.45
5376,13734,2023-11-05,30.45
5377,1097,2024-03-05,82.95
5378,11053,2023-06-02,9.45
5379,19739,2024-09-10,30.45
5380,20234,2024-05-09,208.95
5381,19998,2024-07-11,30.45
5382,13013,2024-07-08,9.45
5383,12087,2024-09-09,30.45
5384,7364,2023-07-09,30.45
5385,9064,2023-10-10,9.45
5386,18331,2023-09-04,9.45
5387,16619,2023-10-05,9.45
5388,15500,2023-10-08,30.45
5389,16732,2023-11-11,9.45
5390,5450,2023-11-06,82.95
5391,6550,2024-03-11,30.45
5392,3974,2024-11-03,9.45
5393,4982,2024-10-07,9.45
5394,2469,2023-04-06,9.45
5395,4200,2024-06-04,9.45
5396,6270,2024-06-06,30.45
5397,7193,2023-12-10,30.45
5398,11724,2023-10-06,9.45
5399,18440,2024-11-11,9.45
5400,17074,2024-05-06,9.45
5401,6516,2024-03-07,30.45
5402,144,2024-06-09,9.45
5403,3476,2024-02-06,82.95
5404,19769,2023-09-11,9.45
5405,9112,2023-12-01,30.45
5406,17924,2024-12-04,82.95
5407,13625,2024-03-08,208.95
5408,1154,2024-08-08,9.45
5409,17403,2024-04-11,9.45
5410,12354,2024-07-09,82.95
5411,17613,2024-11-11,208.95
5412,16239,2024-07-09,9.45
5413,16357,2024-06-09,82.95
5414,19082,2023-11-04,82.95
5415,15421,2023-10-07,208.95
5416,18342,2024-08-02,9.45
5417,12777,2024-02-08,30.45
5418,5849,2024-06-01,208.95
5419,6958,2024-04-09,30.45
5420,1220,2024-09-06,30.45
5421,14317,2024-07-05,9.45
5422,15718,2024-06-11,30.45
5423,11830,2024-12-05,208.95
5424,4881,2024-01-07,9.45
5425,7099,2024-08-04,9.45
5426,3893,2024-08-06,9.45
5427,20064,2024-11-06,30.45
5428,20285,2024-01-10,9.45
5429,16153,2024-01-09,9.45
5430,4086,2024-08-09,30.45
5431,4773,2024-12-03,82.95
5432,1805,2024-02-02,30.45
5433,7832,2023-05-06,82.95
5434,6990,2024-12-06,82.95
5435,14736,2023-11-03,9.45
5436,11206,2024-04-08,30.45
5437,12489,2024-11-06,9.45
5438,20200,2023-10-05,9.45
5439,18832,2024-06-01,9.45
5440,16642,2023-11-05,208.95
5441,2548,2023-05-05,9.45
5442,12644,2024-09-01,9.45
5443,13898,2023-11-03,9.45
5444,11152,2024-03-08,30.45
5445,4493,2024-01-03,9.45
5446,12465,2024-03-05,30.45
5447,20203,2024-01-05,9.45
5448,17775,2024-03-08,82.95
5449,17334,2023-10-04,30.45
5450,19513,2024-05-03,82.95
5451,10309,2024-09-05,9.45
5452,4255,2024-03-02,30.45
5453,14823,2023-11-11,9.45
5454,17941,2024-05-01,9.45
5455,1699,2024-04-11,9.45
5456,18394,2023-06-02,9.45
5457,2351,2024-11-05,82.95
5458,9252,2024-11-07,30.45
5459,16290,2024-08-10,9.45
5460,6089,2024-08-07,30.45
5461,10830,2024-01-06,30.45
5462,19173,2024-07-06,82.95
5463,4714,2023-11-03,30.45
5464,16819,2024-05-08,82.95
5465,4805,2024-11-11,9.45
5466,13528,2024-10-08,30.45
5467,18388,2024-09-09,30.45
5468,18473,2023-10-08,9.45
5469,11355,2023-05-04,82.95
5470,19588,2024-01-05,30.45
5471,3230,2023-08-06,30.45
5472,15385,2024-12-11,9.45
5473,1214,2024-03-07,30.45
5474,15843,2023-12-10,82.95
5475,13560,2024-11-09,9.45
5476,3263,2024-02-09,9.45
5477,2235,2023-09-08,30.45
5478,17930,2024-08-10,9.45
5479,247,2024-02-12,208.95
5480,10805,2024-10-06,30.45
5481,9718,2024-07-05,9.45
5482,15990,2024-07-09,9.45
5483,19607,2023-04-08,9.45
5484,3310,2024-08-08,9.45
5485,12163,,208.95
5486,14752,2023-07-04,30.45
5487,12324,2023-11-01,82.95
5488,12461,2024-11-08,9.45
5489,8278,2024-12-04,30.45
5490,17982,2024-01-07,30.45
5491,17859,2024-08-09,30.45
5492,7167,2023-06-08,9.45
5493,746,2023-12-12,30.45
5494,9567,,30.45
5495,1020,2023-08-10,9.45
5496,17566,2024-02-03,30.45
5497,16058,2024-01-03,30.45
5498,4692,2024-12-05,9.45
5499,19773,2024-01-02,9.45
5500,1545,2024-05-09,9.45
5501,1807,2024-04-10,30.45
5502,17433,2024-01-07,9.45
5503,6778,2023-10-05,30.45
5504,12757,2024-03-04,9.45
5505,13028,2024-06-12,9.45
5506,15474,2024-05-09,9.45
5507,4564,2023-10-01,82.95
5508,8020,2023-12-09,82.95
5509,14132,2024-10-10,30.45
5510,10391,2024-01-07,30.45
5511,1117,2024-02-09,30.45
5512,5129,2024-10-09,208.95
5513,6288,2024-05-05,30.45
5514,22,2024-08-05,82.95
5515,228,2024-07-06,30.45
5516,7930,2023-05-07,9.45
5517,19765,2023-05-11,9.45
5518,3172,2024-11-04,82.95
5519,9603,2024-03-05,82.95
5520,16329,2024-11-06,9.45
5521,9722,2024-11-05,9.45
5522,9322,2024-09-08,82.95
5523,747,2024-01-02,30.45
5524,9549,2024-10-11,9.45
5525,9187,2024-10-01,30.45
5526,3347,2024-10-08,30.45
5527,16793,2024-11-13,9.45
5528,2579,2023-06-11,9.45
5529,15557,2023-11-07,9.45
5530,17996,2024-10-03,208.95
5531,8570,2024-01-05,208.95
5532,18087,2023-08-12,9.45
5533,15767,2023-06-01,82.95
5534,10831,2024-02-06,30.45
5535,12317,2024-11-05,30.45
5536,16012,2024-12-08,30.45
5537,3876,2024-12-05,82.95
5538,14814,2024-10-07,30.45
5539,18496,2024-04-09,9.45
5540,9980,2023-12-03,30.45
5541,15996,2024-03-02,82.95
5542,15321,2023-10-01,9.45
5543,7248,2024-12-08,9.45
5544,14728,2024-10-04,9.45
5545,6087,2024-12-09,9.45
5546,3370,2024-07-05,9.45
5547,8993,2024-12-11,82.95
5548,19712,2024-07-04,9.45
5549,1627,2024-11-09,82.95
5550,16266,2024-08-06,9.45
5551,8442,2024-04-12,30.45
5552,1469,2024-09-09,82.95
5553,5841,2024-07-05,9.45
5554,2285,2024-07-10,9.45
5555,7556,2023-10-05,30.45
5556,17890,2024-07-08,82.95
5557,11840,2024-11-03,30.45
5558,9677,2024-02-09,30.45
5559,14140,2024-07-06,9.45
5560,2732,2024-06-01,9.45
5561,5768,2023-08-03,30.45
5562,85,2023-04-04,9.45
5563,15659,2023-06-05,30.45
5564,14827,2024-03-03,9.45
5565,7798,2024-09-04,30.45
5566,486,2023-11-05,9.45
5567,553,2023-11-04,82.95
5568,9030,2024-06-06,9.45
5569,10340,2024-07-04,9.45
5570,2530,2024-05-06,9.45
5571,15256,2023-10-04,82.95
5572,1847,2024-01-05,30.45
5573,12243,2023-09-09,9.45
5574,5376,2023-09-03,30.45
5575,5854,2024-11-05,208.95
5576,10473,2024-01-10,9.45
5577,1963,2024-04-05,30.45
5578,11700,2023-04-08,9.45
5579,4585,2023-11-06,9.45
5580,2499,2023-09-08,9.45
5581,13637,2024-05-04,9.45
5582,7912,2024-10-11,82.95
5583,9576,2023-08-05,82.95
5584,8698,2024-03-05,9.45
5585,13476,2023-09-05,9.45
5586,3931,2024-09-02,30.45
5587,3648,2024-12-04,9.45
5588,688,2024-12-07,9.45
5589,5969,2024-11-09,30.45
5590,9826,2024-07-05,9.45
5591,18296,2024-07-02,18.9
5592,17677,2024-10-09,30.45
5593,1471,2024-11-03,82.95
5594,8418,2023-12-05,82.95
5595,18698,2024-12-10,208.95
5596,12603,2024-03-09,9.45
5597,8682,2024-09-11,82.95
5598,19369,2024-04-05,82.95
5599,5416,2024-01-15,9.45
5600,18962,2024-10-09,30.45
5601,20346,2024-07-08,82.95
5602,13777,2024-06-06,30.45
5603,18871,2023-06-05,82.95
5604,18371,2023-04-10,30.45
5605,1970,2024-11-11,30.45
5606,13342,2023-08-07,30.45
5607,7395,2024-09-04,9.45
5608,13313,2023-08-03,9.45
5609,47,2024-05-07,9.45
5610,2765,2024-11-09,9.45
5611,17460,2024-01-04,9.45
5612,2042,2024-11-09,9.45
5613,3356,2024-10-07,82.95
5614,14868,2023-12-05,9.45
5615,16095,2024-10-02,82.95
5616,17926,2024-04-07,9.45
5617,10395,2024-05-10,30.45
5618,4647,2024-05-04,30.45
5619,18109,2023-02-12,30.45
5620,18486,2024-11-11,9.45
5621,7072,2024-09-04,9.45
5622,7809,2023-10-04,30.45
5623,19252,2024-07-04,30.45
5624,10637,2024-10-06,208.95
5625,5856,2024-03-12,30.45
5626,8874,2024-10-05,9.45
5627,15676,2024-11-06,30.45
5628,12085,2024-07-10,30.45
5629,956,2024-01-08,9.45
5630,18258,2024-05-02,9.45
5631,1136,2024-10-04,30.45
5632,8599,2024-10-06,30.45
5633,19533,2023-05-07,82.95
5634,12018,2023-12-10,30.45
5635,14248,2023-09-11,30.45
5636,16687,2024-08-09,208.95
5637,10565,2024-04-07,82.95
5638,3290,2024-04-03,30.45
5639,18771,2024-10-03,9.45
5640,19052,2023-11-09,82.95
5641,2291,2023-06-08,30.45
5642,16857,2024-12-05,82.95
5643,12992,2024-09-08,30.45
5644,11855,2024-07-05,9.45
5645,5362,2024-02-08,82.95
5646,16238,2024-06-11,9.45
5647,16985,2023-10-05,9.45
5648,15052,2024-08-12,9.45
5649,9556,2023-05-07,30.45
5650,1869,2024-04-04,9.45
5651,10457,2023-12-05,82.95
5652,9990,2024-10-04,30.45
5653,10187,2023-10-05,82.95
5654,4843,2024-07-07,18.9
5655,10597,2023-04-10,30.45
5656,9761,2023-06-03,9.45
5657,1425,2023-07-10,30.45
5658,4656,2023-07-07,9.45
5659,20220,2024-07-10,9.45
5660,1433,2024-03-02,30.45
5661,1628,2024-12-04,82.95
5662,2408,2024-02-01,82.95
5663,5798,2024-11-08,82.95
5664,8722,2024-09-09,9.45
5665,13995,2023-05-08,9.45
5666,9687,2024-12-03,30.45
5667,585,2024-12-07,82.95
5668,1506,2023-09-12,9.45
5669,965,2024-10-04,9.45
5670,14223,2024-03-08,30.45
5671,10716,2024-06-03,82.95
5672,10330,2024-12-03,9.45
5673,17415,2023-07-09,9.45
5674,196,2023-05-07,208.95
5675,12983,2023-12-11,30.45
5676,13832,2023-12-08,82.95
5677,6197,2024-07-07,30.45
5678,17710,2024-02-02,30.45
5679,19776,2024-04-11,9.45
5680,15112,2024-07-06,82.95
5681,18671,2023-07-06,82.95
5682,6626,2024-09-09,30.45
5683,16655,2024-12-05,208.95
5684,6017,2024-05-04,9.45
5685,14144,2024-11-04,9.45
5686,6092,2024-11-09,30.45
5687,16927,2024-09-05,30.45
5688,57,2024-08-08,9.45
5689,13310,2024-11-06,9.45
5690,19596,2024-09-06,30.45
5691,4025,2024-07-01,208.95
5692,5138,2024-09-03,208.95
5693,4879,2024-01-26,9.45
5694,4024,2024-06-05,208.95
5695,15049,2024-05-04,9.45
5696,11529,2023-06-08,208.95
5697,5194,2023-12-05,30.45
5698,1700,2024-05-10,9.45
5699,8165,2024-10-11,208.95
5700,19287,2024-04-03,9.45
5701,3410,2024-04-09,9.45
5702,19986,2023-07-04,30.45
5703,3268,2024-07-05,9.45
5704,8680,2024-04-04,30.45
5705,20261,2023-12-10,82.95
5706,12688,2024-09-05,30.45
5707,11247,2023-08-07,9.45
5708,5763,2024-01-10,9.45
5709,6129,2024-09-12,82.95
5710,13518,2024-06-11,82.95
5711,879,2023-09-10,208.95
5712,9004,2024-01-02,9.45
5713,14133,2024-11-07,30.45
5714,16905,2023-09-04,30.45
5715,13279,2024-10-08,82.95
5716,20204,2024-02-09,9.45
5717,7439,2024-10-10,82.95
5718,893,2024-11-09,208.95
5719,19540,2023-12-10,82.95
5720,17392,2023-07-03,30.45
5721,14643,2024-09-08,208.95
5722,16742,2024-09-06,9.45
5723,3669,2024-06-09,30.45
5724,14496,2024-02-02,30.45
5725,10721,2024-11-09,82.95
5726,10142,2025-01-31,9.45
5727,15092,2023-10-04,30.45
5728,14889,2024-02-01,82.95
5729,19897,2024-08-06,9.45
5730,3235,2024-01-04,30.45
5731,1228,2023-12-11,30.45
5732,14252,2024-01-08,30.45
5733,7817,2024-06-10,30.45
5734,19746,2024-02-03,9.45
5735,4941,2023-06-05,9.45
5736,3894,2024-09-07,9.45
5737,17904,2024-07-06,30.45
5738,9863,2023-12-05,208.95
5739,18734,2024-07-06,208.95
5740,10691,2024-09-12,30.45
5741,2414,2024-08-07,82.95
5742,1158,2024-12-05,9.45
5743,12280,2023-04-03,9.45
5744,552,2023-10-04,82.95
5745,19865,2024-04-04,30.45
5746,12182,2024-08-08,208.95
5747,14247,2023-08-12,30.45
5748,1138,2024-12-04,30.45
5749,5230,2023-03-10,9.45
5750,2690,2024-09-08,30.45
5751,11440,2023-12-11,30.45
5752,4447,2024-04-11,208.95
5753,5395,2024-01-10,82.95
5754,13191,2023-06-10,82.95
5755,812,2024-11-04,9.45
5756,7102,2024-11-07,9.45
5757,13284,2024-02-08,30.45
5758,3379,2023-07-07,30.45
5759,12964,2024-06-11,30.45
5760,7819,2024-08-03,30.45
5761,5223,2024-08-08,9.45
5762,16279,2023-09-01,9.45
5763,18766,2024-05-01,9.45
5764,11356,2023-06-06,82.95
5765,14850,2024-06-09,208.95
5766,998,2023-09-05,30.45
5767,17269,2024-06-01,30.45
5768,10274,2023-10-11,9.45
5769,3085,2024-11-06,30.45
5770,565,2024-11-06,82.95
5771,10536,2024-06-07,82.95
5772,13634,2024-02-10,9.45
5773,5911,2024-07-08,30.45
5774,5532,2024-06-10,9.45
5775,14404,2023-07-08,30.45
5776,16925,2024-07-06,60.9
5777,10659,2024-07-06,30.45
5778,3822,2024-10-10,30.45
5779,2902,2023-09-03,9.45
5780,13243,2024-04-01,30.45
5781,15167,2024-04-05,208.95
5782,4045,2024-07-03,82.95
5783,19827,2024-04-10,208.95
5784,10057,2023-12-07,82.95
5785,19672,2024-06-03,9.45
5786,1816,2023-12-08,30.45
5787,15189,2024-10-09,30.45
5788,1295,2024-06-05,9.45
5789,9248,2024-07-09,60.9
5790,5872,2024-04-12,30.45
5791,1098,2024-04-05,82.95
5792,8641,2023-08-06,30.45
5793,14950,2023-03-12,82.95
5794,7572,2023-09-09,9.45
5795,4569,2024-03-08,82.95
5796,16035,2024-05-04,30.45
5797,814,2023-07-07,30.45
5798,17065,2023-08-07,9.45
5799,8576,2024-07-05,208.95
5800,11132,2024-05-08,30.45
5801,3336,2024-10-02,9.45
5802,17825,2024-09-11,9.45
5803,19795,2024-03-02,30.45
5804,11259,2024-08-09,9.45
5805,14054,2024-09-03,9.45
5806,907018,2023-09-07,82.95
5807,9561,2023-10-02,30.45
5808,7060,2023-09-03,9.45
5809,1219,2024-08-07,30.45
5810,8088,2023-09-02,208.95
5811,8047,2024-03-06,9.45
5812,17209,2024-11-04,208.95
5813,7985,2024-10-11,30.45
5814,2344,2024-04-08,82.95
5815,17020,2024-12-02,82.95
5816,14362,2023-11-03,82.95
5817,501,2023-05-06,82.95
5818,3753,2024-11-10,9.45
5819,15072,2023-08-04,9.45
5820,616,2024-11-07,30.45
5821,2545,2023-02-03,9.45
5822,12184,2024-10-07,208.95
5823,5581,2024-06-03,30.45
5824,7026,2024-05-11,82.95
5825,2448,2023-07-11,82.95
5826,18700,2023-02-03,30.45
5827,4403,2024-07-05,9.45
5828,1373,2024-01-11,30.45
5829,18023,2024-10-09,9.45
5830,8903,2023-07-06,9.45
5831,5506,2024-10-09,9.45
5832,2120,2024-04-05,30.45
5833,5159,2024-12-12,9.45
5834,20476,2024-03-04,30.45
5835,14034,2024-03-10,208.95
5836,17723,2023-09-05,9.45
5837,17444,2024-12-02,9.45
5838,16285,2024-03-07,9.45
5839,10775,2023-03-05,82.95
5840,1975,2023-11-06,30.45
5841,10580,2023-08-12,9.45
5842,909054,2024-08-05,9.45
5843,1422,2024-08-07,30.45
5844,15140,2024-01-06,30.45
5845,17246,2024-08-01,9.45
5846,14563,2023-08-03,82.95
5847,8099,2024-08-01,208.95
5848,9170,2024-02-08,9.45
5849,13667,,9.45
5850,9498,2024-10-02,226.29
5851,20229,2023-12-05,208.95
5852,8381,2024-06-04,30.45
5853,12811,2024-03-09,30.45
5854,15887,2023-12-12,30.45
5855,3392,2024-08-03,30.45
5856,9370,2024-06-02,9.45
5857,5004,2024-05-07,30.45
5858,10934,2024-06-05,82.95
5859,9918,2023-04-04,82.95
5860,11157,2024-08-06,30.45
5861,2729,2024-03-09,9.45
5862,15148,2024-09-03,30.45
5863,105,2024-06-10,82.95
5864,16913,2024-05-03,30.45
5865,20143,2023-10-12,9.45
5866,963,2024-08-11,9.45
5867,479,2023-04-11,9.45
5868,2444,2023-03-04,82.95
5869,16643,2023-12-09,208.95
5870,9426,2024-06-03,208.95
5871,9115,2024-03-05,30.45
5872,18024,2025-01-13,9.45
5873,15161,2023-10-06,208.95
5874,6712,2024-09-06,208.95
5875,20471,2024-05-03,9.45
5876,8567,2023-10-04,208.95
5877,3998,2024-05-06,30.45
5878,7705,2023-11-07,30.45
5879,3618,2023-11-09,82.95
5880,2583,2023-10-06,9.45
5881,17199,2023-11-07,30.45
5882,11961,2023-11-12,9.45
5883,2998,2024-05-02,9.45
5884,17910,2023-10-03,82.95
5885,19404,2024-09-05,30.45
5886,19413,2023-10-03,9.45
5887,4708,2024-10-04,30.45
5888,11213,2024-11-11,30.45
5889,12019,2024-01-03,30.45
5890,13630,2024-08-09,208.95
5891,4639,2024-09-06,9.45
5892,7113,2023-10-08,30.45
5893,11783,2024-10-04,9.45
5894,4304,2024-11-03,82.95
5895,5779,2024-07-04,30.45
5896,11740,2024-03-12,9.45
5897,18107,2024-12-05,30.45
5898,3800,2023-05-08,82.95
5899,6640,2024-10-03,208.95
5900,10924,2023-08-04,82.95
5901,8780,2023-06-03,82.95
5902,13699,2024-03-04,30.45
5903,6441,2024-05-08,30.45
5904,5056,2024-11-11,82.95
5905,6789,2024-09-03,30.45
5906,12357,2024-10-09,82.95
5907,18078,2024-07-09,30.45
5908,6663,2024-11-09,9.45
5909,1707,2024-12-07,9.45
5910,17215,2024-02-09,9.45
5911,1921,2024-09-05,208.95
5912,5654,2024-05-11,30.45
5913,13391,2024-05-11,208.95
5914,6896,2024-09-11,82.95
5915,8140,2024-05-08,30.45
5916,13433,2024-08-03,82.95
5917,8101,2024-10-09,208.95
5918,12310,2024-04-05,30.45
5919,1765,2024-08-07,30.45
5920,17260,2024-11-03,30.45
5921,727,2024-03-10,208.95
5922,11973,2024-11-08,9.45
5923,2590,2024-05-04,9.45
5924,12261,2024-05-09,82.95
5925,670,2023-06-04,9.45
5926,6792,2024-12-05,30.45
5927,19247,2024-09-10,9.45
5928,2179,2024-05-11,9.45
5929,5714,2024-06-08,82.95
5930,6934,2024-01-10,9.45
5931,6123,2024-03-10,82.95
5932,9460,2023-05-05,9.45
5933,1738,2024-02-12,208.95
5934,6292,2024-09-01,30.45
5935,20084,2024-04-04,30.45
5936,6255,2024-09-03,82.95
5937,1058,2024-09-02,208.95
5938,11166,2024-02-10,9.45
5939,5185,2024-10-07,9.45
5940,10540,2024-10-05,82.95
5941,8492,2023-04-03,82.95
5942,6929,2023-08-04,9.45
5943,16565,2024-05-10,9.45
5944,3052,2023-11-06,9.45
5945,20193,2024-12-10,9.45
5946,17882,2024-09-03,9.45
5947,15438,2024-05-10,9.45
5948,19818,2024-07-04,30.45
5949,15758,2024-05-10,30.45
5950,19090,2024-07-05,82.95
5951,9053,2024-07-07,9.45
5952,582,2024-09-09,82.95
5953,6919,2024-11-12,30.45
5954,11816,2024-05-07,9.45
5955,15377,2024-04-10,9.45
5956,12050,2023-05-05,9.45
5957,20070,2024-07-06,30.45
5958,12352,2024-05-09,82.95
5959,2947,2024-05-05,9.45
5960,15446,2023-01-02,9.45
5961,6900,2024-07-04,30.45
5962,11626,,208.95
5963,18799,2024-02-12,30.45
5964,8711,2023-10-06,9.45
5965,368,2024-02-10,30.45
5966,9377,2023-09-03,9.45
5967,1840,2024-06-04,82.95
5968,18817,2023-09-08,9.45
5969,20266,2024-05-04,82.95
5970,10811,2024-05-06,9.45
5971,17328,2023-04-07,30.45
5972,15527,2024-09-09,30.45
5973,5915,2024-11-10,30.45
5974,2911,2024-06-10,9.45
5975,12498,2023-04-08,9.45
5976,17245,2024-07-05,9.45
5977,5873,2024-05-10,30.45
5978,318,2023-07-08,9.45
5979,851,2024-07-03,30.45
5980,7810,2023-11-05,30.45
5981,4594,2024-08-06,9.45
5982,3151,2024-09-03,82.95
5983,6608,2024-08-06,9.45
5984,9031,2024-07-06,9.45
5985,4406,2024-10-06,9.45
5986,13912,2023-12-19,30.45
5987,20539,2024-11-05,82.95
5988,17324,2024-09-02,9.45
5989,19713,2024-08-04,9.45
5990,20156,2024-01-05,30.45
5991,12698,2024-12-05,9.45
5992,20330,2024-10-06,9.45
5993,14391,2024-04-03,208.95
5994,19882,2023-05-05,9.45
5995,263,2023-09-03,9.45
5996,12944,2024-03-03,208.95
5997,8892,2024-11-05,30.45
5998,11118,2024-04-01,82.95
5999,504,2023-08-07,82.95
6000,16073,2023-09-10,30.45
6001,20246,2024-07-08,165.9
6002,18462,2024-11-07,30.45
6003,7591,2023-12-06,30.45
6004,2835,2024-05-08,9.45
6005,14579,2024-09-11,30.45
6006,11296,2024-05-03,9.45
6007,19888,2023-11-10,9.45
6008,71,2023-12-04,82.95
6009,5260,2023-07-10,9.45
6010,18549,2023-12-08,82.95
6011,1705,2024-10-08,9.45
6012,8357,2023-12-02,9.45
6013,17845,2024-05-05,30.45
6014,16049,2024-08-03,9.45
6015,3559,2024-07-04,9.45
6016,8653,2024-08-02,30.45
6017,2422,2024-03-10,82.95
6018,6902,2024-09-06,30.45
6019,3140,2023-10-03,82.95
6020,2700,2024-09-08,82.95
6021,19202,2024-05-02,30.45
6022,16008,2024-08-03,30.45
6023,13176,2023-10-08,9.45
6024,6661,2024-09-10,9.45
6025,4192,2024-12-28,30.45
6026,3608,2024-04-10,9.45
6027,16206,2023-06-02,9.45
6028,15057,2024-02-09,30.45
6029,6721,2024-02-11,82.95
6030,14243,2023-04-09,30.45
6031,9617,2024-08-08,30.45
6032,5077,2024-01-10,9.45
6033,841,2024-11-04,9.45
6034,917387,2024-09-01,9.45
6035,20490,2023-08-08,9.45
6036,2133,2024-06-07,30.45
6037,7747,2024-03-10,9.45
6038,4445,2024-02-06,208.95
6039,4433,2024-08-10,82.95
6040,14074,2024-07-04,9.45
6041,11747,2024-10-06,9.45
6042,11075,2024-08-05,208.95
6043,2850,2024-02-10,9.45
6044,13849,2024-05-01,9.45
6045,9985,2024-05-03,30.45
6046,12824,2024-09-02,82.95
6047,1314,2024-04-12,9.45
6048,3104,2024-08-05,82.95
6049,2411,2024-05-08,82.95
6050,7480,2023-10-04,30.45
6051,13139,2024-10-09,30.45
6052,6075,2023-12-07,9.45
6053,10880,2024-01-06,30.45
6054,15088,2024-12-10,9.45
6055,13695,2024-11-30,9.45
6056,709,2024-10-05,82.95
6057,7958,2024-01-08,30.45
6058,4796,2024-10-06,9.45
6059,19289,2024-06-01,9.45
6060,11146,2024-09-06,9.45
6061,92,2023-05-09,82.95
6062,2266,2024-12-05,30.45
6063,5240,2024-01-01,9.45
6064,1677,2024-12-05,208.95
6065,5917,2023-08-08,82.95
6066,20429,2024-11-06,9.45
6067,19193,2024-05-05,82.95
6068,6313,2024-08-07,30.45
6069,8688,2023-05-07,9.45
6070,652,2023-10-09,9.45
6071,4567,2024-01-09,82.95
6072,9080,2023-09-05,9.45
6073,4885,2024-05-05,9.45
6074,3575,2023-11-09,9.45
6075,7575,2023-12-05,9.45
6076,5940,2024-04-02,9.45
6077,14267,2024-06-03,82.95
6078,9508,2023-12-09,208.95
6079,2384,2024-09-05,9.45
6080,14744,2024-07-09,9.45
6081,17141,2024-06-11,30.45
6082,7908,2024-06-09,82.95
6083,915956,2023-07-07,9.45
6084,12217,2023-11-12,30.45
6085,1962,2024-03-09,30.45
6086,6749,2024-10-08,9.45
6087,11107,2024-03-04,9.45
6088,6091,2024-10-06,30.45
6089,4133,2024-03-09,82.95
6090,10433,2023-10-08,9.45
6091,3934,2024-12-08,30.45
6092,468,2024-12-07,9.45
6093,9124,2023-10-07,9.45
6094,11762,2024-12-05,30.45
6095,14920,2024-05-07,9.45
6096,20403,2024-10-06,30.45
6097,4685,2024-05-08,9.45
6098,17251,2024-02-11,30.45
6099,412,2024-04-07,9.45
6100,15466,2024-09-02,9.45
6101,12788,2024-01-05,82.95
6102,14885,2023-10-10,82.95
6103,8690,2023-07-10,9.45
6104,10892,2024-02-04,208.95
6105,17287,2024-05-06,30.45
6106,14200,2024-05-09,30.45
6107,12328,2024-03-10,82.95
6108,5014,2023-05-09,9.45
6109,16405,2024-02-02,9.45
6110,5624,2024-09-04,82.95
6111,4228,2024-12-11,30.45
6112,14582,2024-09-06,30.45
6113,12125,2024-06-11,9.45
6114,15309,2024-07-01,82.95
6115,9424,2024-12-01,30.45
6116,13558,2024-09-05,9.45
6117,1686,2024-06-05,9.45
6118,7416,2024-12-04,9.45
6119,16027,2023-09-02,30.45
6120,15194,2024-02-08,82.95
6121,11534,2023-11-03,208.95
6122,15341,2023-09-06,30.45
6123,18567,2023-10-09,9.45
6124,7081,2023-02-03,9.45
6125,13399,2023-09-11,208.95
6126,9535,2024-12-09,30.45
6127,1505,2024-12-09,208.95
6128,19395,2023-12-04,30.45
6129,2396,2024-05-02,82.95
6130,10926,2023-10-01,82.95
6131,4672,2024-11-10,9.45
6132,4895,2024-05-05,82.95
6133,8471,2024-09-08,30.45
6134,3766,2024-03-02,9.45
6135,9513,2024-05-06,208.95
6136,10971,2024-10-08,82.95
6137,6181,2023-09-06,30.45
6138,1135,2024-09-10,30.45
6139,18257,2024-04-06,9.45
6140,3185,2024-01-10,9.45
6141,2584,2023-11-06,9.45
6142,8732,2024-04-04,82.95
6143,7678,2024-02-10,9.45
6144,3113,2024-02-03,82.95
6145,14255,2024-04-10,30.45
6146,12088,2024-10-12,30.45
6147,6786,2024-06-05,30.45
6148,1499,2024-06-06,208.95
6149,6836,2024-06-08,9.45
6150,2352,2024-12-03,82.95
6151,7649,2024-11-09,208.95
6152,2077,2023-07-02,82.95
6153,6459,2024-08-12,30.45
6154,14246,2023-07-08,30.45
6155,14780,2023-11-10,208.95
6156,2438,2024-11-29,30.45
6157,1159,2023-10-06,30.45
6158,294,2024-01-03,30.45
6159,5331,2024-09-03,82.95
6160,5353,2023-05-07,82.95
6161,5982,2024-09-11,30.45
6162,1683,2024-11-02,30.45
6163,9630,2024-09-01,9.45
6164,20133,2024-08-03,82.95
6165,1718,2024-06-02,30.45
6166,11352,2023-02-04,82.95
6167,19975,2024-03-06,30.45
6168,12083,2024-12-12,82.95
