subscription_id,customer_id,plan_id,start_date,end_date
947,947,2,2023-11-01,
948,948,3,2024-01-01,
949,949,2,2023-04-01,
950,950,3,2024-06-01,
951,951,2,2024-04-01,
952,952,1,2023-09-01,
953,953,3,2023-09-01,
954,954,1,2024-04-01,
955,955,2,2023-04-01,
956,956,1,2023-06-01,
957,957,2,2023-03-01,
958,958,4,2023-11-01,
959,959,2,2023-08-01,
960,960,1,2024-08-01,
961,961,2,2024-06-01,
962,962,2,2023-12-01,
963,963,1,2024-04-01,
964,964,1,2023-11-01,2024-12-01
965,965,1,2023-09-01,
966,966,2,2024-04-01,
967,967,1,2023-08-01,
968,968,2,2023-07-01,
969,969,1,2023-03-01,2024-03-01
970,970,2,2024-05-01,
971,971,1,2024-04-01,
972,972,3,2023-01-01,2023-05-01
973,973,4,2024-05-01,
974,974,2,2023-05-01,
975,975,2,2024-06-01,
976,976,3,2023-04-01,
977,977,1,2023-04-01,
978,978,3,2023-06-01,
979,979,1,2024-07-01,
980,980,2,2024-07-01,
981,981,1,2024-02-01,2024-07-01
982,982,2,2023-01-01,2024-05-01
983,983,4,2024-01-01,
984,984,1,2023-06-01,2024-08-01
985,985,3,2024-03-01,
986,986,2,2023-12-01,
987,987,1,2024-06-01,
988,988,1,2024-03-01,
989,989,1,2023-07-01,
990,990,1,2024-04-01,
991,991,2,2023-05-01,
992,992,1,2023-08-01,
993,993,2,2023-05-01,2023-07-01
994,994,4,2023-05-01,
995,995,4,2023-09-01,2024-12-01
996,996,3,2024-06-01,
997,997,3,2023-09-01,
998,998,1,2023-03-01,
999,999,4,2024-04-01,
1000,1000,1,2023-02-01,
1001,1001,3,2023-12-01,
1002,1002,3,2023-05-01,
1003,1003,2,2024-07-01,
1004,1004,2,2023-10-01,
1005,1005,1,2023-09-01,2024-11-01
1006,1006,2,2024-07-01,2024-11-01
1007,1007,1,2023-10-01,
1008,1008,1,2024-03-01,
1009,1009,1,2023-09-01,
1010,1010,3,2023-12-01,
1011,1011,4,2023-10-01,2024-08-01
1012,1012,1,2023-11-01,
1013,1013,1,2023-09-01,
1014,1014,1,2024-02-01,
1015,1015,1,2023-10-01,
1016,1016,1,2024-01-01,
1017,1017,2,2024-03-01,
1018,1018,2,2023-07-01,
1019,1019,2,2023-04-01,
1020,1020,1,2023-02-01,
1021,1021,2,2023-12-01,
1022,1022,1,2023-05-01,
1023,1023,1,2023-08-01,
1024,1024,2,2024-04-01,
1025,1025,3,2023-10-01,
1026,1026,1,2024-01-01,2024-09-01
1027,1027,2,2023-03-01,2024-02-01
1028,1028,1,2024-04-01,
1029,1029,3,2023-12-01,
1030,1030,1,2023-01-01,
1031,1031,2,2023-10-01,
1032,1032,3,2024-07-01,
1033,1033,2,2023-10-01,
1034,1034,1,2023-08-01,
1035,1035,1,2023-01-01,
1036,1036,4,2024-07-01,
1037,1037,1,2023-05-01,
1038,1038,1,2023-12-01,
1039,1039,4,2023-09-01,
1040,1040,1,2023-11-01,
1041,1041,1,2023-03-01,2024-07-01
1042,1042,1,2024-05-01,
1043,1043,1,2023-04-01,
1044,1044,2,2024-01-01,
1045,1045,2,2023-06-01,
1046,1046,1,2024-02-01,
1047,1047,1,2023-02-01,
1048,1048,3,2023-04-01,
1049,1049,3,2024-07-01,
1050,1050,2,2024-01-01,
1051,1051,1,2024-05-01,
1052,1052,2,2023-08-01,
1053,1053,2,2024-04-01,2024-11-01
1054,1054,2,2023-02-01,
1055,1055,3,2024-03-01,
1056,1056,1,2023-03-01,
1057,1057,2,2024-01-01,
1058,1058,1,2023-10-01,
1059,1059,2,2024-01-01,
1060,1060,3,2023-06-01,
1061,1061,3,2023-03-01,
1062,1062,1,2024-04-01,
1063,1063,4,2023-10-01,
1064,1064,2,2023-03-01,
1065,1065,2,2023-09-01,
1066,1066,2,2023-01-01,
1067,1067,3,2024-06-01,
1068,1068,1,2024-08-01,
1069,1069,2,2023-09-01,
1070,1070,2,2023-07-01,2023-11-01
1071,1071,2,2024-01-01,
1072,1072,3,2023-11-01,
1073,1073,2,2024-04-01,
1074,1074,2,2023-05-01,2024-05-01
1075,1075,1,2023-08-01,
1076,1076,3,2023-05-01,2023-08-01
1077,1077,1,2024-07-01,
1078,1078,2,2023-09-01,2024-11-01
1079,1079,2,2024-01-01,
1080,1080,4,2024-04-01,
1081,1081,4,2024-01-01,
1082,1082,1,2023-01-01,
1083,1083,4,2024-08-01,
1084,1084,2,2024-05-01,
1085,1085,1,2023-07-01,
1086,1086,2,2024-08-01,
1087,1087,1,2024-06-01,
1088,1088,2,2023-12-01,
1089,1089,1,2023-09-01,2024-12-01
1090,1090,1,2023-08-01,
1091,1091,1,2023-06-01,
1092,1092,2,2023-05-01,
1093,1093,3,2023-03-01,2023-05-01
1094,1094,4,2023-04-01,
1095,1095,1,2024-08-01,
1096,1096,2,2023-07-01,
1097,1097,1,2023-05-01,
1098,1098,1,2024-06-01,
1099,1099,4,2023-12-01,
1100,1100,1,2023-01-01,
1101,1101,3,2023-06-01,
1102,1102,2,2024-04-01,
1103,1103,1,2023-06-01,2024-08-01
1104,1104,3,2024-02-01,
1105,1105,1,2023-12-01,
1106,1106,3,2023-01-01,
1107,1107,1,2023-03-01,
1108,1108,1,2023-02-01,
1109,1109,3,2024-05-01,
1110,1110,2,2024-03-01,
1111,1111,1,2023-03-01,
1112,1112,2,2024-02-01,
1113,1113,1,2023-04-01,
1114,1114,2,2023-07-01,
1115,1115,3,2024-02-01,
1116,1116,3,2024-06-01,
1117,1117,1,2023-06-01,2023-12-01
1118,1118,2,2023-05-01,
1119,1119,4,2023-01-01,
1120,1120,2,2023-09-01,
1121,1121,3,2023-12-01,
1122,1122,1,2023-03-01,
1123,1123,3,2024-02-01,
1124,1124,2,2024-01-01,
1125,1125,3,2023-04-01,
1126,1126,3,2023-02-01,
1127,1127,3,2023-04-01,
1128,1128,1,2023-04-01,
1129,1129,2,2023-04-01,
1130,1130,1,2024-04-01,
1131,1131,1,2023-05-01,
1132,1132,1,2023-11-01,
1133,1133,2,2024-04-01,
1134,1134,2,2024-02-01,
1135,1135,4,2023-09-01,
1136,1136,1,2024-03-01,
1137,1137,1,2023-01-01,
1138,1138,1,2024-01-01,
1139,1139,3,2023-07-01,2023-10-01
1140,1140,2,2023-04-01,2023-11-01
1141,1141,2,2023-04-01,
1142,1142,3,2024-02-01,
1143,1143,2,2024-08-01,
1144,1144,1,2023-03-01,
1145,1145,1,2023-07-01,
1146,1146,2,2023-06-01,
1147,1147,3,2023-10-01,2024-07-01
1148,1148,2,2023-09-01,2024-05-01
1149,1149,1,2024-02-01,
1150,1150,2,2023-03-01,
1151,1151,1,2023-11-01,
1152,1152,2,2023-03-01,
1153,1153,2,2024-05-01,
1154,1154,4,2024-02-01,
1155,1155,1,2024-06-01,
1156,1156,2,2024-03-01,
1157,1157,2,2024-02-01,2024-11-01
1158,1158,3,2023-08-01,
1159,1159,2,2024-05-01,
1160,1160,2,2023-08-01,
1161,1161,3,2023-05-01,2024-02-01
1162,1162,2,2023-05-01,
1163,1163,4,2023-11-01,
1164,1164,1,2023-11-01,
1165,1165,1,2023-06-01,
1166,1166,3,2023-12-01,2024-06-01
1167,1167,1,2023-05-01,
1168,1168,3,2024-07-01,
1169,1169,2,2023-01-01,2024-06-01
1170,1170,2,2023-01-01,2023-10-01
1171,1171,1,2023-07-01,
1172,1172,3,2024-07-01,
1173,1173,1,2023-05-01,
1174,1174,4,2024-08-01,
1175,1175,3,2023-07-01,2023-09-01
1176,1176,1,2023-07-01,
1177,1177,1,2023-03-01,
1178,1178,3,2024-03-01,
1179,1179,2,2024-06-01,
1180,1180,1,2024-05-01,
1181,1181,2,2023-03-01,
1182,1182,1,2024-02-01,
1183,1183,2,2023-09-01,
1184,1184,2,2023-06-01,
1185,1185,3,2024-04-01,
1186,1186,3,2024-01-01,
1187,1187,1,2024-06-01,
1188,1188,2,2024-06-01,
1189,1189,2,2024-06-01,
1190,1190,4,2023-03-01,
1191,1191,1,2024-01-01,
1192,1192,2,2023-10-01,
1193,1193,3,2023-04-01,
1194,1194,1,2023-01-01,
1195,1195,1,2023-05-01,
1196,1196,2,2024-05-01,2024-10-01
1197,1197,1,2024-02-01,2024-06-01
1198,1198,4,2024-04-01,
1199,1199,1,2024-07-01,
1200,1200,1,2023-01-01,
1201,1201,1,2023-09-01,
1202,1202,2,2024-03-01,
1203,1203,1,2024-03-01,
1204,1204,3,2024-02-01,
1205,1205,3,2023-03-01,
1206,1206,4,2023-03-01,
1207,1207,1,2023-09-01,
1208,1208,1,2023-11-01,2024-11-01
1209,1209,1,2023-07-01,
1210,1210,4,2024-02-01,
1211,1211,3,2023-05-01,2024-03-01
1212,1212,1,2023-07-01,
1213,1213,2,2023-03-01,
1214,1214,3,2023-11-01,
1215,1215,4,2024-03-01,
1216,1216,2,2024-08-01,
1217,1217,3,2023-05-01,2024-06-01
1218,1218,3,2024-01-01,
1219,1219,1,2023-02-01,
1220,1220,1,2023-11-01,
1221,1221,3,2024-06-01,
1222,1222,1,2023-02-01,
1223,1223,1,2023-08-01,
1224,1224,4,2023-03-01,
1225,1225,2,2023-11-01,
1226,1226,2,2024-06-01,
1227,1227,4,2023-10-01,
1228,1228,1,2024-03-01,2024-10-01
1229,1229,4,2023-07-01,
1230,1230,3,2024-05-01,
1231,1231,1,2023-05-01,
1232,1232,1,2023-12-01,
1233,1233,1,2023-08-01,2024-02-01
1234,1234,3,2023-12-01,
1235,1235,1,2023-06-01,
1236,1236,1,2023-11-01,2024-08-01
1237,1237,3,2023-06-01,
1238,1238,2,2024-03-01,
1239,1239,2,2023-05-01,2023-07-01
1240,1240,3,2023-07-01,
1241,1241,1,2023-01-01,
1242,1242,1,2023-10-01,
1243,1243,2,2023-01-01,
1244,1244,1,2023-10-01,2023-12-01
1245,1245,2,2024-06-01,
1246,1246,3,2024-02-01,
1247,1247,2,2023-11-01,
1248,1248,2,2023-05-01,2024-05-01
1249,1249,1,2024-06-01,
1250,1250,1,2023-01-01,
1251,1251,3,2023-04-01,
1252,1252,1,2023-02-01,
1253,1253,2,2023-08-01,
1254,1254,1,2023-04-01,
1255,1255,4,2023-04-01,
1256,1256,1,2024-06-01,
1257,1257,2,2023-11-01,
1258,1258,2,2024-03-01,
1259,1259,2,2023-11-01,
1260,1260,4,2024-03-01,2024-12-01
1261,1261,3,2024-04-01,
1262,1262,1,2023-09-01,
1263,1263,1,2024-05-01,
1264,1264,2,2023-03-01,2024-04-01
1265,1265,4,2024-07-01,
1266,1266,1,2023-10-01,2024-09-01
1267,1267,3,2023-04-01,
1268,1268,1,2024-06-01,
1269,1269,2,2024-02-01,
1270,1270,2,2023-11-01,
1271,1271,2,2023-06-01,
1272,1272,4,2024-01-01,2024-08-01
1273,1273,2,2024-05-01,
1274,1274,1,2023-08-01,
1275,1275,2,2023-04-01,
1276,1276,2,2023-04-01,
1277,1277,2,2024-04-01,
1278,1278,1,2024-01-01,
1279,1279,2,2023-06-01,2023-11-01
1280,1280,1,2023-10-01,
1281,1281,1,2023-04-01,2024-06-01
1282,1282,1,2023-07-01,
1283,1283,2,2024-05-01,
1284,1284,1,2023-06-01,
1285,1285,3,2024-08-01,2024-10-01
1286,1286,3,2024-02-01,
1287,1287,1,2023-02-01,2023-04-01
1288,1288,2,2023-07-01,
1289,1289,3,2023-07-01,2024-06-01
1290,1290,1,2023-12-01,
1291,1291,2,2024-08-01,
1292,1292,2,2023-06-01,
1293,1293,2,2023-04-01,
1294,1294,4,2024-04-01,
1295,1295,1,2024-01-01,
1296,1296,4,2023-08-01,
1297,1297,2,2024-02-01,
1298,1298,3,2023-10-01,
1299,1299,2,2024-06-01,
1300,1300,3,2024-07-01,
1301,1301,1,2023-07-01,2024-10-01
1302,1302,2,2024-03-01,
1303,1303,1,2023-11-01,
1304,1304,2,2024-03-01,
1305,1305,2,2023-08-01,
1306,1306,1,2023-07-01,
1307,1307,1,2023-01-01,
1308,1308,3,2024-05-01,
1309,1309,3,2023-11-01,
1310,1310,2,2023-08-01,
1311,1311,1,2023-11-01,
1312,1312,2,2024-08-01,
1313,1313,1,2024-05-01,
1314,1314,2,2024-06-01,
1315,1315,2,2023-08-01,
1316,1316,2,2024-02-01,
1317,1317,2,2023-11-01,
1318,1318,1,2024-05-01,
1319,1319,3,2024-03-01,
1320,1320,2,2023-11-01,
1321,1321,3,2023-10-01,
1322,1322,1,2024-03-01,
1323,1323,1,2023-11-01,
1324,1324,2,2023-03-01,
1325,1325,2,2023-02-01,
1326,1326,4,2024-08-01,
1327,1327,3,2023-06-01,
1328,1328,1,2024-05-01,
1329,1329,3,2023-03-01,
1330,1330,1,2023-03-01,2024-02-01
1331,1331,2,2023-01-01,
1332,1332,1,2023-05-01,2023-10-01
1333,1333,1,2024-08-01,
1334,1334,2,2023-12-01,
1335,1335,2,2023-01-01,
1336,1336,2,2024-04-01,
1337,1337,2,2024-07-01,2024-11-01
1338,1338,2,2023-03-01,
1339,1339,1,2023-12-01,
1340,1340,2,2024-08-01,
1341,1341,1,2023-07-01,2024-05-01
1342,1342,2,2023-07-01,
1343,1343,2,2024-01-01,
1344,1344,2,2024-08-01,
1345,1345,1,2024-07-01,
1346,1346,2,2024-04-01,
1347,1347,1,2023-06-01,
1348,1348,1,2023-10-01,
1349,1349,1,2023-04-01,
1350,1350,2,2023-08-01,
1351,1351,3,2024-08-01,
1352,1352,1,2023-02-01,
1353,1353,1,2023-03-01,
1354,1354,2,2023-02-01,
1355,1355,1,2023-04-01,
1356,1356,3,2024-01-01,2024-12-01
1357,1357,1,2023-08-01,
1358,1358,1,2024-04-01,
1359,1359,2,2023-12-01,
1360,1360,1,2024-07-01,
1361,1361,1,2023-07-01,
1362,1362,1,2023-08-01,
1363,1363,2,2023-01-01,
1364,1364,4,2024-07-01,
1365,1365,1,2024-05-01,
1366,1366,3,2023-06-01,
1367,1367,1,2023-05-01,
1368,1368,2,2024-07-01,
1369,1369,2,2023-11-01,
1370,1370,1,2024-07-01,
1371,1371,3,2023-07-01,
1372,1372,3,2023-04-01,
1373,1373,1,2023-12-01,
1374,1374,1,2024-06-01,
1375,1375,3,2023-03-01,
1376,1376,4,2024-03-01,
1377,1377,2,2023-01-01,
1378,1378,3,2024-03-01,
1379,1379,4,2024-06-01,
1380,1380,3,2024-05-01,
1381,1381,2,2024-01-01,
1382,1382,1,2023-11-01,
1383,1383,1,2023-03-01,
1384,1384,2,2023-11-01,
1385,1385,4,2024-07-01,
1386,1386,1,2023-08-01,2023-11-01
1387,1387,1,2023-06-01,
1388,1388,1,2024-06-01,
1389,1389,2,2023-11-01,
1390,1390,2,2024-07-01,
1391,1391,3,2023-01-01,2024-04-01
1392,1392,1,2023-04-01,
1393,1393,2,2024-02-01,
1394,1394,2,2024-04-01,2024-11-01
1395,1395,2,2024-08-01,
1396,1396,1,2023-06-01,
1397,1397,2,2023-06-01,
1398,1398,3,2023-04-01,
1399,1399,1,2024-03-01,2024-12-01
1400,1400,1,2023-04-01,
1401,1401,2,2024-07-01,
1402,1402,1,2023-12-01,
1403,1403,3,2024-02-01,2024-12-01
1404,1404,3,2023-06-01,
1405,1405,4,2024-03-01,
1406,1406,3,2023-05-01,
1407,1407,2,2023-04-01,
1408,1408,1,2023-02-01,
1409,1409,3,2023-04-01,
1410,1410,3,2023-07-01,
1411,1411,3,2023-03-01,
1412,1412,2,2024-04-01,
1413,1413,3,2023-08-01,
1414,1414,1,2023-01-01,
1415,1415,2,2024-06-01,
1416,1416,2,2023-10-01,
1417,1417,1,2024-02-01,
1418,1418,1,2024-01-01,
1419,1419,1,2024-04-01,
1420,1420,2,2023-01-01,
1421,1421,1,2023-08-01,
1422,1422,2,2023-06-01,
1423,1423,3,2023-12-01,
1424,1424,2,2024-07-01,
1425,1425,2,2023-01-01,
1426,1426,4,2024-08-01,
1427,1427,1,2023-10-01,
1428,1428,2,2024-06-01,
1429,1429,1,2024-08-01,
1430,1430,1,2023-04-01,
1431,1431,4,2023-05-01,
1432,1432,1,2024-04-01,
1433,1433,3,2023-09-01,
1434,1434,3,2023-10-01,2024-05-01
1435,1435,2,2023-07-01,
1436,1436,3,2023-04-01,
1437,1437,2,2024-05-01,
1438,1438,1,2023-10-01,
1439,1439,2,2023-01-01,
1440,1440,1,2024-07-01,
1441,1441,1,2023-03-01,
1442,1442,1,2024-06-01,
1443,1443,4,2024-03-01,
1444,1444,1,2023-08-01,
1445,1445,1,2023-08-01,2024-11-01
1446,1446,4,2023-02-01,
1447,1447,1,2023-08-01,
1448,1448,4,2024-07-01,
1449,1449,3,2024-06-01,2024-08-01
1450,1450,2,2024-08-01,
1451,1451,2,2024-02-01,
1452,1452,1,2023-11-01,
1453,1453,1,2024-05-01,
1454,1454,1,2023-05-01,
1455,1455,1,2024-07-01,
1456,1456,2,2023-11-01,
1457,1457,4,2023-09-01,2024-04-01
1458,1458,2,2024-02-01,2024-11-01
1459,1459,4,2023-12-01,
1460,1460,3,2023-10-01,
1461,1461,1,2024-07-01,
1462,1462,2,2023-08-01,
1463,1463,1,2024-05-01,
1464,1464,1,2023-05-01,
1465,1465,4,2023-09-01,
1466,1466,1,2023-06-01,2024-10-01
1467,1467,1,2023-04-01,
1468,1468,1,2023-01-01,2024-04-01
1469,1469,2,2023-12-01,
1470,1470,2,2023-06-01,
1471,1471,1,2024-08-01,
1472,1472,2,2024-08-01,
1473,1473,1,2023-07-01,
1474,1474,3,2023-01-01,
1475,1475,2,2024-03-01,
1476,1476,2,2024-03-01,
1477,1477,2,2023-08-01,2024-10-01
1478,1478,2,2024-04-01,
1479,1479,4,2023-03-01,
1480,1480,3,2023-09-01,
1481,1481,1,2023-05-01,2024-09-01
1482,1482,2,2023-12-01,
1483,1483,1,2023-02-01,2023-07-01
1484,1484,1,2023-05-01,
1485,1485,1,2023-04-01,
1486,1486,1,2024-02-01,
1487,1487,4,2023-09-01,
1488,1488,3,2024-03-01,
1489,1489,3,2023-03-01,
1490,1490,2,2024-03-01,
1491,1491,1,2023-12-01,
1492,1492,1,2023-10-01,
1493,1493,2,2023-08-01,2024-11-01
1494,1494,1,2024-08-01,
1495,1495,2,2024-01-01,
1496,1496,3,2024-06-01,
1497,1497,1,2023-06-01,
1498,1498,1,2023-12-01,
1499,1499,2,2024-02-01,
1500,1500,2,2024-02-01,
