customer_id,customer_name,signup_date,country,status
630,Customer_00630,2023-07-01,United Kingdom,active
631,Customer_00631,2023-12-01,Australia,churned
632,Customer_00632,2024-08-01,Canada,active
633,Customer_00633,2023-03-01,United Kingdom,active
634,Customer_00634,2023-07-01,United States,active
635,Customer_00635,2023-06-01,Canada,active
636,Customer_00636,2023-12-01,Germany,churned
637,Customer_00637,2024-05-01,Canada,active
638,Customer_00638,2024-07-01,United Kingdom,active
639,Customer_00639,2023-11-01,Germany,active
640,Customer_00640,2023-06-01,United Kingdom,active
641,Customer_00641,2023-05-01,Australia,active
642,Customer_00642,2024-05-01,Canada,active
643,Customer_00643,2023-01-01,UAE,churned
644,Customer_00644,2023-03-01,Egypt,active
645,Customer_00645,2023-02-01,,active
646,Customer_00646,2024-03-01,Egypt,active
647,Customer_00647,2024-06-01,Australia,active
648,Customer_00648,2024-05-01,Egypt,active
649,Customer_00649,2023-06-01,,churned
650,Customer_00650,2024-05-01,UAE,active
651,Customer_00651,2023-01-01,United States,active
652,Customer_00652,2024-08-01,Germany,active
653,Customer_00653,2023-12-01,Egypt,active
654,,2024-03-01,UAE,active
655,Customer_00655,2023-02-01,Canada,active
656,Customer_00656,2024-08-01,,active
657,Customer_00657,2023-08-01,Canada,churned
658,Customer_00658,2023-06-01,Egypt,active
659,Customer_00659,2024-06-01,Egypt,active
660,Customer_00660,2023-11-01,UAE,active
661,Customer_00661,2023-03-01,UAE,active
662,Customer_00662,2023-05-01,UAE,active
663,Customer_00663,2023-08-01,Egypt,churned
664,Customer_00664,2023-02-01,United Kingdom,active
665,Customer_00665,2023-11-01,India,churned
666,Customer_00666,2023-09-01,India,churned
667,Customer_00667,2024-01-01,Australia,active
668,Customer_00668,2024-03-01,UAE,active
669,Customer_00669,2023-03-01,India,active
670,Customer_00670,2024-04-01,Australia,active
671,Customer_00671,2024-05-01,Australia,active
672,Customer_00672,2023-01-01,UAE,active
673,Customer_00673,2024-04-01,India,active
674,Customer_00674,2024-07-01,India,active
675,Customer_00675,2023-08-01,Germany,active
676,,2023-05-01,Egypt,active
677,Customer_00677,2023-12-01,United Kingdom,active
678,Customer_00678,2023-06-01,Egypt,active
679,Customer_00679,2023-05-01,United States,active
680,Customer_00680,2024-05-01,Germany,active
681,Customer_00681,2024-01-01,India,churned
682,Customer_00682,2024-06-01,United States,active
683,Customer_00683,2024-03-01,India,active
684,Customer_00684,2024-03-01,India,active
685,Customer_00685,2024-04-01,India,churned
686,Customer_00686,2023-07-01,Egypt,active
687,Customer_00687,2023-03-01,United States,churned
688,Customer_00688,2023-10-01,UAE,active
689,Customer_00689,2024-08-01,Germany,active
690,Customer_00690,2024-05-01,UAE,active
691,Customer_00691,2024-03-01,Canada,active
692,Customer_00692,2023-08-01,Germany,active
693,Customer_00693,2023-05-01,Australia,churned
694,Customer_00694,2024-05-01,United States,active
695,Customer_00695,2023-09-01,India,active
696,Customer_00696,2024-04-01,Germany,active
697,Customer_00697,2023-05-01,India,active
698,Customer_00698,2023-10-01,Egypt,active
699,Customer_00699,2024-04-01,United Kingdom,active
700,Customer_00700,2024-06-01,Australia,active
701,Customer_00701,2023-01-01,Canada,active
702,Customer_00702,2023-08-01,UAE,churned
703,Customer_00703,2023-06-01,India,active
704,Customer_00704,2024-03-01,Germany,active
705,Customer_00705,2024-04-01,Egypt,active
706,Customer_00706,2024-01-01,United States,active
707,Customer_00707,2024-03-01,Australia,active
708,Customer_00708,2023-07-01,UAE,churned
709,Customer_00709,2023-02-01,Egypt,active
710,Customer_00710,2023-11-01,United Kingdom,active
711,Customer_00711,2023-01-01,Germany,active
712,Customer_00712,2024-01-01,UAE,active
713,Customer_00713,2024-01-01,United States,active
714,Customer_00714,2023-11-01,Germany,active
715,Customer_00715,2024-05-01,Egypt,active
716,Customer_00716,2023-03-01,Germany,churned
717,Customer_00717,2023-09-01,Australia,active
718,Customer_00718,2024-08-01,Canada,active
719,Customer_00719,2023-06-01,United Kingdom,active
720,Customer_00720,2024-08-01,Egypt,active
721,Customer_00721,2023-01-01,,active
722,Customer_00722,2023-01-01,United Kingdom,active
723,Customer_00723,2023-05-01,Egypt,churned
724,Customer_00724,2024-07-01,Canada,active
725,Customer_00725,2024-01-01,Germany,active
726,Customer_00726,2023-11-01,United States,active
727,Customer_00727,2023-03-01,Germany,churned
728,Customer_00728,2023-03-01,Germany,active
729,Customer_00729,2024-06-01,United Kingdom,active
730,Customer_00730,2024-05-01,United Kingdom,active
731,Customer_00731,2023-02-01,Canada,active
732,Customer_00732,2023-09-01,United Kingdom,active
733,Customer_00733,2023-11-01,Canada,active
734,Customer_00734,2024-03-01,United States,active
735,Customer_00735,2023-01-01,United Kingdom,churned
736,Customer_00736,2024-05-01,Canada,active
737,Customer_00737,2023-11-01,United Kingdom,active
738,Customer_00738,2023-11-01,United Kingdom,active
739,Customer_00739,2023-08-01,India,active
740,Customer_00740,2023-01-01,Germany,churned
741,Customer_00741,2024-07-01,Egypt,active
742,Customer_00742,2024-05-01,United States,active
743,Customer_00743,2024-05-01,Germany,active
744,Customer_00744,2024-02-01,UAE,active
745,Customer_00745,2023-10-01,Egypt,active
746,Customer_00746,2024-07-01,Egypt,churned
747,Customer_00747,2023-03-01,India,active
748,Customer_00748,2023-06-01,Germany,active
749,Customer_00749,2023-09-01,United Kingdom,active
750,Customer_00750,2024-04-01,Germany,active
751,Customer_00751,2023-07-01,Egypt,active
752,Customer_00752,2024-06-01,United States,active
753,Customer_00753,2023-07-01,United Kingdom,active
754,Customer_00754,2023-08-01,United States,active
755,Customer_00755,2023-07-01,UAE,active
756,Customer_00756,2023-09-01,Canada,active
757,Customer_00757,2024-05-01,Canada,active
758,Customer_00758,2023-07-01,India,active
759,Customer_00759,2023-10-01,Germany,active
760,Customer_00760,2023-01-01,United States,active
761,Customer_00761,2023-12-01,Egypt,active
762,Customer_00762,2023-05-01,United Kingdom,active
763,Customer_00763,2023-10-01,Egypt,churned
764,Customer_00764,2023-07-01,United States,active
765,Customer_00765,2023-08-01,United States,active
766,Customer_00766,2023-03-01,United States,active
767,Customer_00767,2023-10-01,Australia,active
768,Customer_00768,2024-04-01,Canada,active
769,Customer_00769,2024-01-01,United Kingdom,active
770,Customer_00770,2023-09-01,Germany,active
771,Customer_00771,2024-05-01,India,active
772,Customer_00772,2023-12-01,UAE,active
773,Customer_00773,2024-01-01,UAE,active
774,Customer_00774,2023-06-01,Canada,churned
775,Customer_00775,2024-02-01,United Kingdom,active
776,Customer_00776,2023-08-01,United Kingdom,active
777,Customer_00777,2023-04-01,India,active
778,Customer_00778,2024-04-01,UAE,active
779,Customer_00779,2023-12-01,United Kingdom,active
780,Customer_00780,2023-10-01,Egypt,active
781,Customer_00781,2024-03-01,United States,active
782,Customer_00782,2023-12-01,Canada,active
783,Customer_00783,2024-04-01,Germany,active
784,Customer_00784,2023-09-01,Australia,churned
785,Customer_00785,2024-08-01,Germany,active
786,Customer_00786,2023-12-01,UAE,active
787,Customer_00787,2023-10-01,United States,active
788,Customer_00788,2024-06-01,Egypt,active
789,Customer_00789,2024-08-01,United States,active
790,Customer_00790,2023-06-01,Australia,churned
791,Customer_00791,2023-05-01,Egypt,active
792,Customer_00792,2023-11-01,Germany,active
793,,2023-02-01,India,active
794,Customer_00794,2024-02-01,Egypt,active
795,Customer_00795,2024-02-01,India,active
796,Customer_00796,2023-02-01,United Kingdom,churned
797,Customer_00797,2023-06-01,UAE,active
798,Customer_00798,2024-08-01,UAE,active
799,Customer_00799,2023-04-01,United Kingdom,active
800,Customer_00800,2023-10-01,Germany,active
801,Customer_00801,2024-02-01,India,active
802,Customer_00802,2023-05-01,UAE,active
803,Customer_00803,2023-07-01,Germany,active
804,Customer_00804,2024-04-01,Germany,active
805,Customer_00805,2023-09-01,United Kingdom,active
806,Customer_00806,2024-05-01,India,active
807,Customer_00807,2023-02-01,United States,active
808,Customer_00808,2024-01-01,Canada,active
809,Customer_00809,2023-07-01,Australia,active
810,Customer_00810,2024-07-01,Canada,active
811,Customer_00811,2023-09-01,United States,active
812,Customer_00812,2023-02-01,United Kingdom,active
813,Customer_00813,2024-05-01,United States,active
814,Customer_00814,2023-11-01,United States,active
815,Customer_00815,2023-02-01,United Kingdom,active
816,Customer_00816,2024-03-01,Australia,active
817,Customer_00817,2023-12-01,Egypt,churned
818,Customer_00818,2024-07-01,Canada,active
819,Customer_00819,2024-03-01,Australia,active
820,Customer_00820,2024-01-01,Canada,active
821,Customer_00821,2023-05-01,Australia,churned
822,Customer_00822,2024-01-01,Egypt,active
823,Customer_00823,2023-04-01,UAE,active
824,Customer_00824,2023-08-01,India,active
825,Customer_00825,2023-09-01,United States,active
826,Customer_00826,2023-12-01,Egypt,active
827,Customer_00827,2023-05-01,India,active
828,Customer_00828,2023-12-01,Australia,churned
829,Customer_00829,2023-07-01,United States,active
830,Customer_00830,2024-07-01,UAE,churned
831,Customer_00831,2024-08-01,Canada,active
832,Customer_00832,2024-05-01,UAE,active
833,Customer_00833,2023-05-01,United States,active
834,Customer_00834,2024-03-01,Egypt,active
835,Customer_00835,2024-08-01,India,active
836,Customer_00836,2024-07-01,UAE,active
837,Customer_00837,2024-06-01,UAE,active
838,Customer_00838,2023-02-01,Australia,active
839,Customer_00839,2023-04-01,Australia,active
840,Customer_00840,2024-04-01,Egypt,active
841,Customer_00841,2023-07-01,Canada,active
842,Customer_00842,2023-10-01,United Kingdom,active
843,Customer_00843,2023-10-01,United States,active
844,Customer_00844,2024-04-01,India,active
845,Customer_00845,2024-03-01,UAE,active
846,Customer_00846,2023-06-01,United Kingdom,active
847,Customer_00847,2024-04-01,United Kingdom,active
848,Customer_00848,2023-10-01,UAE,churned
849,Customer_00849,2023-12-01,India,active
850,Customer_00850,2024-05-01,United States,active
851,Customer_00851,2023-06-01,Germany,churned
852,Customer_00852,2023-01-01,UAE,churned
853,Customer_00853,2024-02-01,United States,churned
854,Customer_00854,2023-06-01,,active
855,Customer_00855,2023-06-01,UAE,active
856,Customer_00856,2023-10-01,Canada,active
857,Customer_00857,2024-06-01,Australia,active
858,Customer_00858,2024-06-01,United States,active
859,Customer_00859,2024-03-01,United States,active
860,Customer_00860,2023-06-01,United States,active
861,Customer_00861,2024-07-01,Australia,active
862,Customer_00862,2024-05-01,Germany,active
863,Customer_00863,2023-01-01,United States,churned
864,Customer_00864,2023-05-01,United Kingdom,active
865,Customer_00865,2023-03-01,United Kingdom,active
866,Customer_00866,2023-07-01,Australia,active
867,Customer_00867,2024-02-01,India,active
868,Customer_00868,2023-12-01,UAE,active
869,Customer_00869,2023-03-01,UAE,churned
870,Customer_00870,2024-02-01,United States,active
871,Customer_00871,2023-12-01,UAE,active
872,Customer_00872,2024-06-01,Australia,active
873,,2023-07-01,Canada,active
874,Customer_00874,2024-06-01,United Kingdom,active
875,Customer_00875,2024-02-01,Canada,active
876,Customer_00876,2023-06-01,United Kingdom,active
877,Customer_00877,2023-07-01,United States,active
878,Customer_00878,2024-03-01,Germany,active
879,Customer_00879,2024-02-01,Germany,active
880,Customer_00880,2024-01-01,Egypt,churned
881,Customer_00881,2023-09-01,Canada,active
882,Customer_00882,2023-08-01,Canada,active
883,Customer_00883,2023-12-01,UAE,active
884,Customer_00884,2024-04-01,Egypt,churned
885,Customer_00885,2023-06-01,Germany,active
886,Customer_00886,2024-06-01,Australia,active
887,Customer_00887,2023-04-01,UAE,active
888,Customer_00888,2023-10-01,Egypt,churned
889,Customer_00889,2023-07-01,Australia,churned
890,Customer_00890,2024-07-01,Egypt,active
891,Customer_00891,2023-04-01,Egypt,churned
892,Customer_00892,2023-03-01,Germany,churned
893,Customer_00893,2024-02-01,United Kingdom,active
894,Customer_00894,2023-04-01,United Kingdom,active
895,Customer_00895,2024-08-01,Germany,active
896,Customer_00896,2024-04-01,Egypt,active
897,Customer_00897,2024-06-01,India,active
898,Customer_00898,2023-07-01,UAE,active
899,Customer_00899,2024-03-01,United Kingdom,active
900,Customer_00900,2023-12-01,India,active
901,Customer_00901,2023-09-01,Australia,active
902,Customer_00902,2023-10-01,Canada,active
903,Customer_00903,2023-01-01,United Kingdom,active
904,Customer_00904,2023-03-01,Canada,active
905,Customer_00905,2023-03-01,Germany,active
906,Customer_00906,2024-04-01,United States,active
907,Customer_00907,2023-06-01,United States,active
908,Customer_00908,2024-03-01,Canada,active
909,Customer_00909,2024-03-01,UAE,active
910,Customer_00910,2023-03-01,Australia,active
911,Customer_00911,2023-07-01,Germany,active
912,Customer_00912,2023-06-01,United States,active
913,Customer_00913,2023-03-01,India,active
914,Customer_00914,2024-05-01,Egypt,active
915,Customer_00915,2023-08-01,Australia,active
916,Customer_00916,2024-07-01,Australia,active
917,Customer_00917,2024-05-01,United Kingdom,active
918,Customer_00918,2024-06-01,United Kingdom,active
919,Customer_00919,2024-03-01,Canada,active
920,Customer_00920,2023-11-01,UAE,active
921,Customer_00921,2023-09-01,Germany,active
922,Customer_00922,2023-08-01,United Kingdom,active
923,Customer_00923,2024-01-01,UAE,active
924,Customer_00924,2023-09-01,Germany,active
925,Customer_00925,2024-06-01,United Kingdom,active
926,Customer_00926,2023-04-01,United Kingdom,active
927,Customer_00927,2023-08-01,Australia,active
928,Customer_00928,2023-10-01,United States,active
929,Customer_00929,2023-06-01,UAE,churned
930,Customer_00930,2023-05-01,India,active
931,Customer_00931,2023-12-01,UAE,active
932,,2023-04-01,United States,active
933,Customer_00933,2024-04-01,India,active
934,Customer_00934,2023-08-01,Egypt,active
935,Customer_00935,2024-04-01,Australia,churned
936,,2023-02-01,UAE,active
937,Customer_00937,2024-04-01,India,active
938,Customer_00938,2023-10-01,India,active
939,,2024-06-01,United Kingdom,active
940,Customer_00940,2024-02-01,United States,churned
941,Customer_00941,2024-05-01,Egypt,active
942,Customer_00942,2024-02-01,UAE,active
943,Customer_00943,2023-03-01,Canada,active
944,Customer_00944,2024-08-01,Canada,active
945,Customer_00945,2023-08-01,United Kingdom,active
946,Customer_00946,2024-06-01,India,active
947,Customer_00947,2023-11-01,UAE,active
948,Customer_00948,2024-01-01,United States,active
949,Customer_00949,2023-04-01,United Kingdom,active
950,Customer_00950,2024-06-01,Canada,active
951,Customer_00951,2024-04-01,United Kingdom,active
952,Customer_00952,2023-09-01,UAE,active
953,Customer_00953,2023-09-01,UAE,active
954,Customer_00954,2024-04-01,Canada,active
955,Customer_00955,2023-04-01,UAE,active
956,Customer_00956,2023-06-01,Egypt,active
957,,2023-03-01,India,active
958,Customer_00958,2023-11-01,Germany,active
959,Customer_00959,2023-08-01,Canada,active
960,Customer_00960,2024-08-01,India,active
961,Customer_00961,2024-06-01,India,active
962,Customer_00962,2023-12-01,Australia,active
963,Customer_00963,2024-04-01,Germany,active
964,Customer_00964,2023-11-01,UAE,churned
965,Customer_00965,2023-09-01,Germany,active
966,Customer_00966,2024-04-01,United Kingdom,active
967,Customer_00967,2023-08-01,Canada,active
968,Customer_00968,2023-07-01,Australia,active
969,Customer_00969,2023-03-01,UAE,churned
970,Customer_00970,2024-05-01,Egypt,active
971,Customer_00971,2024-04-01,Germany,active
972,Customer_00972,2023-01-01,Canada,churned
973,Customer_00973,2024-05-01,Canada,active
974,Customer_00974,2023-05-01,Egypt,active
975,Customer_00975,2024-06-01,Germany,active
976,Customer_00976,2023-04-01,Australia,active
977,Customer_00977,2023-04-01,UAE,active
978,Customer_00978,2023-06-01,Egypt,active
979,Customer_00979,2024-07-01,Australia,active
980,Customer_00980,2024-07-01,United States,active
981,Customer_00981,2024-02-01,India,churned
982,Customer_00982,2023-01-01,Canada,churned
983,Customer_00983,2024-01-01,United Kingdom,active
984,Customer_00984,2023-06-01,United States,churned
985,Customer_00985,2024-03-01,Egypt,active
986,Customer_00986,2023-12-01,Egypt,active
987,Customer_00987,2024-06-01,Canada,active
988,Customer_00988,2024-03-01,Canada,active
989,Customer_00989,2023-07-01,United States,active
990,,2024-04-01,UAE,active
991,Customer_00991,2023-05-01,,active
992,Customer_00992,2023-08-01,Canada,active
993,Customer_00993,2023-05-01,UAE,churned
994,Customer_00994,2023-05-01,India,active
995,Customer_00995,2023-09-01,Australia,churned
996,Customer_00996,2024-06-01,United States,active
997,Customer_00997,2023-09-01,Germany,active
998,Customer_00998,2023-03-01,Germany,active
999,Customer_00999,2024-04-01,Germany,active
1000,Customer_01000,2023-02-01,United States,active
1001,Customer_01001,2023-12-01,India,active
1002,Customer_01002,2023-05-01,India,active
1003,Customer_01003,2024-07-01,UAE,active
1004,Customer_01004,2023-10-01,UAE,active
1005,Customer_01005,2023-09-01,India,churned
1006,Customer_01006,2024-07-01,United Kingdom,churned
1007,Customer_01007,2023-10-01,Egypt,active
1008,Customer_01008,2024-03-01,,active
1009,Customer_01009,2023-09-01,Australia,active
1010,Customer_01010,2023-12-01,Australia,active
1011,Customer_01011,2023-10-01,United States,churned
1012,Customer_01012,2023-11-01,Egypt,active
1013,Customer_01013,2023-09-01,Germany,active
1014,Customer_01014,2024-02-01,United Kingdom,active
1015,Customer_01015,2023-10-01,Canada,active
1016,,2024-01-01,Canada,active
1017,Customer_01017,2024-03-01,United States,active
1018,Customer_01018,2023-07-01,Canada,active
1019,Customer_01019,2023-04-01,Australia,active
1020,Customer_01020,2023-02-01,United Kingdom,active
1021,Customer_01021,2023-12-01,Egypt,active
1022,Customer_01022,2023-05-01,Egypt,active
1023,Customer_01023,2023-08-01,UAE,active
1024,Customer_01024,2024-04-01,United States,active
1025,Customer_01025,2023-10-01,United States,active
1026,Customer_01026,2024-01-01,Germany,churned
1027,Customer_01027,2023-03-01,Egypt,churned
1028,Customer_01028,2024-04-01,Germany,active
1029,Customer_01029,2023-12-01,UAE,active
1030,Customer_01030,2023-01-01,UAE,active
1031,Customer_01031,2023-10-01,Australia,active
1032,Customer_01032,2024-07-01,Germany,active
1033,Customer_01033,2023-10-01,Egypt,active
1034,Customer_01034,2023-08-01,United States,active
1035,Customer_01035,2023-01-01,UAE,active
1036,Customer_01036,2024-07-01,United States,active
1037,Customer_01037,2023-05-01,United States,active
1038,Customer_01038,2023-12-01,Canada,active
1039,Customer_01039,2023-09-01,United States,active
1040,Customer_01040,2023-11-01,United States,active
1041,Customer_01041,2023-03-01,Australia,churned
1042,Customer_01042,2024-05-01,United Kingdom,active
1043,Customer_01043,2023-04-01,Australia,active
1044,Customer_01044,2024-01-01,Canada,active
1045,Customer_01045,2023-06-01,Australia,active
1046,Customer_01046,2024-02-01,UAE,active
1047,Customer_01047,2023-02-01,Canada,active
1048,Customer_01048,2023-04-01,United States,active
1049,Customer_01049,2024-07-01,United States,active
1050,Customer_01050,2024-01-01,United States,active
1051,Customer_01051,2024-05-01,United States,active
1052,Customer_01052,2023-08-01,Australia,active
1053,Customer_01053,2024-04-01,Germany,churned
1054,Customer_01054,2023-02-01,United Kingdom,active
1055,Customer_01055,2024-03-01,Egypt,active
1056,Customer_01056,2023-03-01,United States,active
1057,Customer_01057,2024-01-01,United Kingdom,active
1058,Customer_01058,2023-10-01,Australia,active
1059,Customer_01059,2024-01-01,Australia,active
1060,Customer_01060,2023-06-01,Australia,active
1061,Customer_01061,2023-03-01,Germany,active
1062,Customer_01062,2024-04-01,United States,active
1063,Customer_01063,2023-10-01,Germany,active
1064,Customer_01064,2023-03-01,Germany,active
1065,Customer_01065,2023-09-01,Canada,active
1066,Customer_01066,2023-01-01,Canada,active
1067,Customer_01067,2024-06-01,Canada,active
1068,Customer_01068,2024-08-01,Germany,active
1069,Customer_01069,2023-09-01,Canada,active
1070,Customer_01070,2023-07-01,UAE,churned
1071,Customer_01071,2024-01-01,United Kingdom,active
1072,Customer_01072,2023-11-01,Egypt,active
1073,Customer_01073,2024-04-01,UAE,active
1074,Customer_01074,2023-05-01,Canada,churned
1075,Customer_01075,2023-08-01,United Kingdom,active
1076,Customer_01076,2023-05-01,United States,churned
1077,Customer_01077,2024-07-01,UAE,active
1078,Customer_01078,2023-09-01,Germany,churned
1079,Customer_01079,2024-01-01,Canada,active
1080,Customer_01080,2024-04-01,Australia,active
1081,Customer_01081,2024-01-01,Australia,active
1082,Customer_01082,2023-01-01,United Kingdom,active
1083,Customer_01083,2024-08-01,India,active
1084,Customer_01084,2024-05-01,Egypt,active
1085,Customer_01085,2023-07-01,Germany,active
1086,Customer_01086,2024-08-01,UAE,active
1087,Customer_01087,2024-06-01,India,active
1088,Customer_01088,2023-12-01,UAE,active
1089,Customer_01089,2023-09-01,United Kingdom,churned
1090,Customer_01090,2023-08-01,Canada,active
1091,Customer_01091,2023-06-01,,active
1092,Customer_01092,2023-05-01,Canada,active
1093,Customer_01093,2023-03-01,Germany,churned
1094,Customer_01094,2023-04-01,Australia,active
1095,Customer_01095,2024-08-01,Germany,active
1096,Customer_01096,2023-07-01,UAE,active
1097,Customer_01097,2023-05-01,United States,active
1098,Customer_01098,2024-06-01,Australia,active
1099,Customer_01099,2023-12-01,Germany,active
1100,Customer_01100,2023-01-01,Australia,active
1101,Customer_01101,2023-06-01,United States,active
1102,Customer_01102,2024-04-01,Canada,active
1103,Customer_01103,2023-06-01,United States,churned
1104,Customer_01104,2024-02-01,United States,active
1105,Customer_01105,2023-12-01,,active
1106,Customer_01106,2023-01-01,United Kingdom,active
1107,Customer_01107,2023-03-01,Australia,active
1108,Customer_01108,2023-02-01,Canada,active
1109,Customer_01109,2024-05-01,Egypt,active
1110,Customer_01110,2024-03-01,Canada,active
1111,Customer_01111,2023-03-01,United States,active
1112,Customer_01112,2024-02-01,Australia,active
1113,Customer_01113,2023-04-01,Australia,active
1114,Customer_01114,2023-07-01,UAE,active
1115,Customer_01115,2024-02-01,Canada,active
1116,Customer_01116,2024-06-01,United States,active
1117,Customer_01117,2023-06-01,Canada,churned
1118,Customer_01118,2023-05-01,United Kingdom,active
1119,Customer_01119,2023-01-01,Germany,active
1120,Customer_01120,2023-09-01,India,active
1121,Customer_01121,2023-12-01,Canada,active
1122,Customer_01122,2023-03-01,Canada,active
1123,Customer_01123,2024-02-01,United States,active
1124,Customer_01124,2024-01-01,UAE,active
1125,Customer_01125,2023-04-01,United States,active
1126,Customer_01126,2023-02-01,UAE,active
1127,Customer_01127,2023-04-01,Egypt,active
1128,Customer_01128,2023-04-01,Germany,active
1129,Customer_01129,2023-04-01,India,active
1130,Customer_01130,2024-04-01,Germany,active
1131,Customer_01131,2023-05-01,Egypt,active
1132,Customer_01132,2023-11-01,Egypt,active
1133,Customer_01133,2024-04-01,Egypt,active
1134,Customer_01134,2024-02-01,United States,active
1135,Customer_01135,2023-09-01,Egypt,active
1136,Customer_01136,2024-03-01,Germany,active
1137,Customer_01137,2023-01-01,United Kingdom,active
1138,Customer_01138,2024-01-01,India,active
1139,Customer_01139,2023-07-01,United Kingdom,churned
1140,Customer_01140,2023-04-01,United Kingdom,churned
1141,Customer_01141,2023-04-01,,active
1142,Customer_01142,2024-02-01,India,active
1143,Customer_01143,2024-08-01,United Kingdom,active
1144,Customer_01144,2023-03-01,Australia,active
1145,,2023-07-01,United Kingdom,active
1146,Customer_01146,2023-06-01,Canada,active
1147,Customer_01147,2023-10-01,Canada,churned
1148,Customer_01148,2023-09-01,Australia,churned
1149,Customer_01149,2024-02-01,Germany,active
1150,Customer_01150,2023-03-01,United States,active
1151,,2023-11-01,Australia,active
1152,Customer_01152,2023-03-01,India,active
1153,Customer_01153,2024-05-01,Australia,active
1154,Customer_01154,2024-02-01,Germany,active
1155,Customer_01155,2024-06-01,United States,active
1156,Customer_01156,2024-03-01,UAE,active
1157,Customer_01157,2024-02-01,Egypt,churned
1158,Customer_01158,2023-08-01,United Kingdom,active
1159,Customer_01159,2024-05-01,Canada,active
1160,Customer_01160,2023-08-01,Germany,active
1161,Customer_01161,2023-05-01,United States,churned
1162,Customer_01162,2023-05-01,UAE,active
1163,Customer_01163,2023-11-01,United States,active
1164,Customer_01164,2023-11-01,Egypt,active
1165,Customer_01165,2023-06-01,United States,active
1166,,2023-12-01,United Kingdom,churned
1167,Customer_01167,2023-05-01,United States,active
1168,Customer_01168,2024-07-01,India,active
1169,,2023-01-01,United States,churned
1170,Customer_01170,2023-01-01,Australia,churned
1171,Customer_01171,2023-07-01,Australia,active
1172,Customer_01172,2024-07-01,Canada,active
1173,Customer_01173,2023-05-01,United States,active
1174,Customer_01174,2024-08-01,Germany,active
1175,Customer_01175,2023-07-01,India,churned
1176,Customer_01176,2023-07-01,UAE,active
1177,Customer_01177,2023-03-01,Australia,active
1178,Customer_01178,2024-03-01,United Kingdom,active
1179,Customer_01179,2024-06-01,United States,active
1180,Customer_01180,2024-05-01,UAE,active
1181,Customer_01181,2023-03-01,Egypt,active
1182,Customer_01182,2024-02-01,UAE,active
1183,Customer_01183,2023-09-01,UAE,active
1184,Customer_01184,2023-06-01,UAE,active
1185,Customer_01185,2024-04-01,Germany,active
1186,Customer_01186,2024-01-01,United States,active
1187,Customer_01187,2024-06-01,Germany,active
1188,Customer_01188,2024-06-01,UAE,active
1189,Customer_01189,2024-06-01,United States,active
1190,Customer_01190,2023-03-01,UAE,active
1191,Customer_01191,2024-01-01,India,active
1192,Customer_01192,2023-10-01,United States,active
1193,Customer_01193,2023-04-01,United Kingdom,active
1194,Customer_01194,2023-01-01,Australia,active
1195,Customer_01195,2023-05-01,UAE,active
1196,Customer_01196,2024-05-01,Australia,churned
1197,Customer_01197,2024-02-01,Germany,churned
1198,Customer_01198,2024-04-01,Australia,active
1199,Customer_01199,2024-07-01,Germany,active
1200,Customer_01200,2023-01-01,United Kingdom,active
1201,Customer_01201,2023-09-01,Australia,active
1202,Customer_01202,2024-03-01,Egypt,active
1203,Customer_01203,2024-03-01,United Kingdom,active
1204,Customer_01204,2024-02-01,Egypt,active
1205,Customer_01205,2023-03-01,United Kingdom,active
1206,Customer_01206,2023-03-01,United Kingdom,active
1207,Customer_01207,2023-09-01,India,active
1208,Customer_01208,2023-11-01,Germany,churned
1209,Customer_01209,2023-07-01,UAE,active
1210,Customer_01210,2024-02-01,Egypt,active
1211,Customer_01211,2023-05-01,United States,churned
1212,Customer_01212,2023-07-01,UAE,active
1213,,2023-03-01,Egypt,active
1214,Customer_01214,2023-11-01,United States,active
1215,Customer_01215,2024-03-01,India,active
1216,Customer_01216,2024-08-01,India,active
1217,Customer_01217,2023-05-01,Canada,churned
1218,Customer_01218,2024-01-01,Australia,active
1219,Customer_01219,2023-02-01,United Kingdom,active
1220,Customer_01220,2023-11-01,Germany,active
1221,Customer_01221,2024-06-01,UAE,active
1222,Customer_01222,2023-02-01,Germany,active
1223,Customer_01223,2023-08-01,Canada,active
1224,Customer_01224,2023-03-01,United Kingdom,active
1225,Customer_01225,2023-11-01,United Kingdom,active
1226,Customer_01226,2024-06-01,Germany,active
1227,Customer_01227,2023-10-01,Canada,active
1228,Customer_01228,2024-03-01,India,churned
1229,Customer_01229,2023-07-01,United Kingdom,active
1230,Customer_01230,2024-05-01,UAE,active
1231,Customer_01231,2023-05-01,Germany,active
1232,Customer_01232,2023-12-01,Germany,active
1233,Customer_01233,2023-08-01,United Kingdom,churned
1234,Customer_01234,2023-12-01,Canada,active
1235,Customer_01235,2023-06-01,Egypt,active
1236,Customer_01236,2023-11-01,India,churned
1237,Customer_01237,2023-06-01,Canada,active
1238,Customer_01238,2024-03-01,United Kingdom,active
1239,Customer_01239,2023-05-01,United States,churned
1240,,2023-07-01,United Kingdom,active
1241,Customer_01241,2023-01-01,Germany,active
1242,Customer_01242,2023-10-01,Australia,active
1243,Customer_01243,2023-01-01,United States,active
1244,Customer_01244,2023-10-01,Germany,churned
1245,Customer_01245,2024-06-01,United States,active
1246,Customer_01246,2024-02-01,India,active
1247,Customer_01247,2023-11-01,Egypt,active
1248,Customer_01248,2023-05-01,Germany,churned
1249,Customer_01249,2024-06-01,Australia,active
