invoice_id,invoice_number,customer_id,subscription_id,billing_month,invoice_date,amount,tax_rate_pct
3394,INV-202410-00252,252,252,2024-10,2024-10-03,30.45,5.0
3395,INV-202411-00252,252,252,2024-11,2024-11-03,30.45,5.0
3396,INV-202412-00252,252,252,2024-12,2024-12-02,30.45,5.0
3397,INV-202402-00253,253,253,2024-02,2024-02-02,9.45,5.0
3398,INV-202403-00253,253,253,2024-03,2024-03-02,9.45,5.0
3399,INV-202404-00253,253,253,2024-04,2024-04-01,9.45,5.0
3400,INV-202405-00253,253,253,2024-05,2024-05-02,9.45,5.0
3401,INV-202406-00253,253,253,2024-06,2024-06-02,9.45,5.0
3402,INV-202407-00253,253,253,2024-07,2024-07-03,9.45,5.0
3403,INV-202408-00253,253,253,2024-08,2024-08-01,9.45,5.0
3404,INV-202409-00253,253,253,2024-09,2024-09-03,9.45,5.0
3405,INV-202410-00253,253,253,2024-10,2024-10-02,9.45,5.0
3406,INV-202411-00253,253,253,2024-11,2024-11-03,9.45,5.0
3407,INV-202412-00253,253,253,2024-12,2024-12-03,9.45,5.0
3408,INV-202402-00254,254,254,2024-02,2024-02-02,9.45,5.0
3409,INV-202403-00254,254,254,2024-03,2024-03-03,9.45,5.0
3410,INV-202404-00254,254,254,2024-04,2024-04-03,9.45,5.0
3411,INV-202405-00254,254,254,2024-05,2024-05-02,9.45,5.0
3412,INV-202406-00254,254,254,2024-06,2024-06-03,9.45,5.0
3413,INV-202407-00254,254,254,2024-07,2024-07-02,9.45,5.0
3414,INV-202408-00254,254,254,2024-08,2024-08-03,9.45,5.0
3415,INV-202409-00254,254,254,2024-09,2024-09-01,9.45,5.0
3416,INV-202410-00254,254,254,2024-10,2024-10-02,9.45,5.0
3417,INV-202411-00254,254,254,2024-11,2024-11-03,9.45,5.0
3418,INV-202412-00254,254,254,2024-12,2024-12-02,9.45,5.0
3419,INV-202308-00255,255,255,2023-08,2023-08-01,9.45,5.0
3420,INV-202309-00255,255,255,2023-09,2023-09-01,9.45,5.0
3421,INV-202310-00255,255,255,2023-10,2023-10-03,9.45,5.0
3422,INV-202311-00255,255,255,2023-11,2023-11-03,9.45,5.0
3423,INV-202312-00255,255,255,2023-12,2023-12-03,9.45,5.0
3424,INV-202401-00255,255,255,2024-01,2024-01-01,9.45,5.0
3425,INV-202402-00255,255,255,2024-02,2024-02-03,9.45,5.0
3426,INV-202403-00255,255,255,2024-03,2024-03-03,9.45,5.0
3427,INV-202404-00255,255,255,2024-04,2024-04-01,9.45,5.0
3428,INV-202405-00255,255,255,2024-05,2024-05-02,9.45,5.0
3429,INV-202406-00255,255,255,2024-06,2024-06-01,9.45,5.0
3430,INV-202407-00255,255,255,2024-07,,9.45,5.0
3431,INV-202408-00255,255,255,2024-08,2024-08-01,9.45,5.0
3432,INV-202409-00255,255,255,2024-09,2024-09-03,9.45,5.0
3433,INV-202410-00255,255,255,2024-10,2024-10-02,9.45,5.0
3434,INV-202411-00255,255,255,2024-11,2024-11-03,9.45,5.0
3435,INV-202412-00255,255,255,2024-12,2024-12-03,9.45,5.0
3436,INV-202306-00256,256,256,2023-06,2023-06-01,30.45,5.0
3437,INV-202307-00256,256,256,2023-07,2023-07-03,30.45,5.0
3438,INV-202308-00256,256,256,2023-08,2023-08-01,-30.45,5.0
3439,INV-202309-00256,256,256,2023-09,2023-09-02,30.45,5.0
3440,INV-202310-00256,256,256,2023-10,2023-10-01,30.45,5.0
3441,INV-202311-00256,256,256,2023-11,2023-11-03,30.45,5.0
3442,INV-202312-00256,256,256,2023-12,2023-12-01,30.45,5.0
3443,INV-202401-00256,256,256,2024-01,2024-01-02,30.45,5.0
3444,INV-202402-00256,256,256,2024-02,2024-02-02,30.45,5.0
3445,INV-202403-00256,256,256,2024-03,2024-03-01,30.45,5.0
3446,INV-202404-00256,256,256,2024-04,2024-04-03,30.45,5.0
3447,INV-202405-00256,256,256,2024-05,2024-05-01,30.45,5.0
3448,INV-202406-00256,256,256,2024-06,2024-06-02,30.45,5.0
3449,INV-202407-00256,256,256,2024-07,2024-07-02,30.45,5.0
3450,INV-202408-00256,256,256,2024-08,2024-08-02,30.45,5.0
3451,INV-202409-00256,256,256,2024-09,2024-09-01,30.45,5.0
3452,INV-202410-00256,256,256,2024-10,2024-10-03,30.45,5.0
3453,INV-202411-00256,256,256,2024-11,2024-11-01,30.45,5.0
3454,INV-202412-00256,256,256,2024-12,2024-12-03,30.45,5.0
3455,INV-202312-00257,257,257,2023-12,2023-12-03,9.45,5.0
3456,INV-202401-00257,257,257,2024-01,2024-01-02,9.45,5.0
3457,INV-202402-00257,257,257,2024-02,2024-02-02,9.45,5.0
3458,INV-202403-00257,257,257,2024-03,2024-03-02,9.45,5.0
3459,INV-202404-00257,257,257,2024-04,2024-04-02,9.45,5.0
3460,INV-202405-00257,257,257,2024-05,2024-05-02,9.45,5.0
3461,INV-202406-00257,257,257,2024-06,2024-06-03,9.45,-5.0
3462,INV-202407-00257,257,257,2024-07,2024-07-01,9.45,5.0
3463,INV-202408-00257,257,257,2024-08,2024-08-02,9.45,5.0
3464,INV-202409-00257,257,257,2024-09,2024-09-02,9.45,5.0
3465,INV-202410-00257,257,257,2024-10,2024-10-01,9.45,5.0
3466,INV-202411-00257,257,257,2024-11,2024-11-03,9.45,5.0
3467,INV-202412-00257,257,257,2024-12,2024-12-01,9.45,5.0
3468,INV-202306-00258,258,258,2023-06,2023-06-03,82.95,5.0
3469,INV-202307-00258,258,258,2023-07,2023-07-01,82.95,5.0
3470,INV-202308-00258,258,258,2023-08,2023-08-02,82.95,5.0
3471,INV-202309-00258,258,258,2023-09,2023-09-01,82.95,5.0
3472,INV-202310-00258,258,258,2023-10,2023-10-03,82.95,5.0
3473,INV-202311-00258,258,258,2023-11,2023-11-02,82.95,5.0
3474,INV-202312-00258,258,258,2023-12,2023-12-01,82.95,5.0
3475,INV-202401-00258,258,258,2024-01,2024-01-03,82.95,5.0
3476,INV-202402-00258,258,258,2024-02,2024-02-01,82.95,5.0
3477,INV-202403-00258,258,258,2024-03,2024-03-03,82.95,5.0
3478,INV-202404-00258,258,258,2024-04,2024-04-01,82.95,5.0
3479,INV-202405-00258,258,258,2024-05,2024-05-02,82.95,5.0
3480,INV-202406-00258,258,258,2024-06,2024-06-01,82.95,5.0
3481,INV-202407-00258,258,258,2024-07,2024-07-01,82.95,5.0
3482,INV-202408-00258,258,258,2024-08,2024-08-03,82.95,5.0
3483,INV-202409-00258,258,258,2024-09,2024-09-02,82.95,5.0
3484,INV-202410-00258,258,258,2024-10,2024-10-03,82.95,5.0
3485,INV-202411-00258,258,258,2024-11,2024-11-03,82.95,150.0
3486,INV-202412-00258,258,258,2024-12,2024-12-03,82.95,5.0
3487,INV-202312-00259,259,259,2023-12,2023-12-03,30.45,5.0
3488,INV-202401-00259,259,259,2024-01,2024-01-01,30.45,5.0
3489,INV-202402-00259,259,259,2024-02,,30.45,5.0
3490,INV-202403-00259,259,259,2024-03,2024-03-03,30.45,5.0
3491,INV-202404-00259,259,259,2024-04,2024-04-02,30.45,5.0
3492,INV-202405-00259,259,259,2024-05,2024-05-02,30.45,5.0
3493,INV-202406-00259,259,259,2024-06,2024-06-02,30.45,5.0
3494,INV-202407-00259,259,259,2024-07,2024-07-02,30.45,5.0
3495,INV-202408-00259,259,259,2024-08,2024-08-01,30.45,5.0
3496,INV-202409-00259,259,259,2024-09,2024-09-01,30.45,5.0
3497,INV-202410-00259,259,259,2024-10,2024-10-03,30.45,5.0
3498,INV-202411-00259,259,259,2024-11,2024-11-02,30.45,5.0
3499,INV-202303-00260,260,260,2023-03,2023-03-01,9.45,5.0
3500,INV-202304-00260,260,260,2023-04,2023-04-03,9.45,5.0
3501,INV-202305-00260,260,260,2023-05,2023-05-03,9.45,5.0
3502,INV-202306-00260,260,260,2023-06,2023-06-03,9.45,5.0
3503,INV-202307-00260,260,260,2023-07,2023-07-02,9.45,5.0
3504,INV-202308-00260,260,260,2023-08,2023-08-02,9.45,5.0
3505,INV-202309-00260,260,260,2023-09,2023-09-03,,5.0
3506,INV-202310-00260,260,260,2023-10,2023-10-02,9.45,5.0
3507,INV-202311-00260,260,260,2023-11,2024-01-04,9.45,5.0
3508,INV-202312-00260,260,260,2023-12,2023-12-02,9.45,5.0
3509,INV-202401-00260,260,260,2024-01,2024-01-02,9.45,5.0
3510,INV-202402-00260,260,260,2024-02,2024-02-02,9.45,5.0
3511,INV-202403-00260,260,260,2024-03,2024-03-01,9.45,5.0
3512,INV-202404-00260,260,260,2024-04,2024-04-03,9.45,5.0
3513,INV-202405-00260,260,260,2024-05,2024-05-01,9.45,5.0
3514,INV-202406-00260,260,260,2024-06,2024-06-03,9.45,5.0
3515,INV-202407-00260,260,260,2024-07,2024-07-01,18.9,5.0
3516,INV-202408-00260,260,260,2024-08,2024-08-03,9.45,5.0
3517,INV-202409-00260,260,260,2024-09,2024-09-01,9.45,5.0
3518,INV-202410-00260,260,260,2024-10,2024-10-03,9.45,5.0
3519,INV-202411-00260,260,260,2024-11,2024-11-02,9.45,5.0
3520,INV-202412-00260,260,260,2024-12,2024-12-01,9.45,5.0
3521,INV-202308-00261,261,261,2023-08,2023-08-03,9.45,5.0
3522,INV-202309-00261,261,261,2023-09,2023-09-02,9.45,5.0
3523,INV-202310-00261,261,261,2023-10,2023-10-03,9.45,5.0
3524,INV-202311-00261,261,261,2023-11,2023-11-02,9.45,5.0
3525,INV-202312-00261,261,261,2023-12,2023-12-02,9.45,5.0
3526,INV-202401-00261,261,261,2024-01,2024-01-02,9.45,5.0
3527,INV-202402-00261,261,261,2024-02,2024-02-02,9.45,5.0
3528,INV-202403-00261,261,261,2024-03,2024-03-01,9.45,5.0
3529,INV-202404-00261,261,261,2024-04,2024-04-02,9.45,5.0
3530,INV-202405-00261,261,261,2024-05,2024-05-03,9.45,5.0
3531,INV-202406-00261,261,261,2024-06,2024-06-02,9.45,5.0
3532,INV-202407-00261,261,261,2024-07,2024-07-02,18.9,5.0
3533,INV-202408-00261,261,261,2024-08,2024-08-02,9.45,5.0
3534,INV-202409-00261,261,261,2024-09,2024-09-03,9.45,5.0
3535,INV-202410-00261,261,261,2024-10,2024-10-01,9.45,5.0
3536,INV-202411-00261,261,261,2024-11,2024-11-02,9.45,5.0
3537,INV-202412-00261,261,261,2024-12,2024-12-01,9.45,5.0
3538,INV-202308-00262,262,262,2023-08,2023-08-03,82.95,5.0
3539,INV-202309-00262,262,262,2023-09,2023-09-02,82.95,5.0
3540,INV-202310-00262,262,262,2023-10,2023-10-01,82.95,5.0
3541,INV-202311-00262,262,262,2023-11,2023-11-03,82.95,5.0
3542,INV-202312-00262,262,262,2023-12,2023-12-02,82.95,5.0
3543,INV-202401-00262,262,262,2024-01,2024-01-01,82.95,5.0
3544,INV-202402-00262,262,262,2024-02,2024-02-03,82.95,5.0
3545,INV-202403-00262,262,262,2024-03,2024-03-01,82.95,5.0
3546,INV-202404-00262,262,262,2024-04,2024-04-01,82.95,5.0
3547,INV-202405-00262,262,262,2024-05,2024-05-03,82.95,5.0
3548,INV-202406-00262,262,262,2024-06,2024-06-01,82.95,5.0
3549,INV-202407-00262,262,262,2024-07,2024-07-01,82.95,5.0
3550,INV-202408-00262,262,262,2024-08,2024-08-02,-82.95,5.0
3551,INV-202409-00262,262,262,2024-09,2024-09-03,82.95,5.0
3552,INV-202410-00262,262,262,2024-10,2024-10-03,82.95,5.0
3553,INV-202411-00262,262,262,2024-11,2024-11-03,82.95,5.0
3554,INV-202412-00262,262,262,2024-12,2024-12-02,82.95,5.0
3555,INV-202403-00263,263,263,2024-03,2024-03-01,9.45,5.0
3556,INV-202404-00263,263,263,2024-04,2024-04-02,9.45,5.0
3557,INV-202405-00263,263,263,2024-05,2024-05-03,9.45,5.0
3558,INV-202406-00263,263,263,2024-06,2024-06-03,9.45,5.0
3559,INV-202407-00263,263,263,2024-07,2024-07-02,9.45,5.0
3560,INV-202408-00263,263,263,2024-08,2024-08-03,9.45,5.0
3561,INV-202409-00263,263,263,2024-09,2024-09-03,9.45,5.0
3562,INV-202410-00263,263,263,2024-10,2024-10-03,9.45,5.0
3563,INV-202411-00263,263,263,2024-11,2024-11-01,9.45,5.0
3564,INV-202412-00263,263,263,2024-12,2024-12-01,9.45,5.0
3565,INV-202301-00264,264,264,2023-01,2023-01-01,9.45,5.0
3566,INV-202302-00264,264,264,2023-02,2023-05-08,9.45,5.0
3567,INV-202303-00264,264,264,2023-03,2023-03-01,9.45,5.0
3568,INV-202304-00264,264,264,2023-04,2023-04-02,9.45,5.0
3569,INV-202305-00264,264,264,2023-05,2023-05-01,9.45,5.0
3570,INV-202306-00264,264,264,2023-06,2023-06-01,9.45,5.0
3571,INV-202307-00264,264,264,2023-07,2023-07-03,9.45,5.0
3572,INV-202308-00264,264,264,2023-08,2023-08-01,9.45,5.0
3573,INV-202309-00264,264,264,2023-09,2023-09-02,9.45,5.0
3574,INV-202310-00264,264,264,2023-10,2023-10-03,9.45,5.0
3575,INV-202311-00264,264,264,2023-11,2023-11-01,9.45,5.0
3576,INV-202312-00264,264,264,2023-12,2023-12-02,9.45,5.0
3577,INV-202401-00264,264,264,2024-01,2024-01-02,9.45,5.0
3578,INV-202402-00264,264,264,2024-02,2024-02-03,9.45,5.0
3579,INV-202403-00264,264,264,2024-03,2024-03-02,9.45,5.0
3580,INV-202404-00264,264,264,2024-04,2024-04-03,9.45,5.0
3581,INV-202405-00264,264,264,2024-05,2024-05-02,9.45,5.0
3582,INV-202406-00264,264,264,2024-06,2024-06-02,9.45,5.0
3583,INV-202407-00264,264,264,2024-07,2024-07-02,9.45,5.0
3584,INV-202408-00264,264,264,2024-08,2024-08-03,9.45,5.0
3585,INV-202409-00264,264,264,2024-09,2024-09-01,9.45,5.0
3586,INV-202410-00264,264,264,2024-10,2024-10-03,9.45,5.0
3587,INV-202411-00264,264,264,2024-11,2025-01-27,9.45,5.0
3588,INV-202412-00264,264,264,2024-12,2024-12-03,9.45,5.0
3589,INV-202308-00265,265,265,2023-08,2023-08-03,9.45,5.0
3590,INV-202309-00265,265,265,2023-09,2023-09-03,9.45,5.0
3591,INV-202310-00265,265,265,2023-10,2023-10-03,9.45,5.0
3592,INV-202311-00265,265,265,2023-11,2023-11-02,9.45,5.0
3593,INV-202312-00265,265,265,2023-12,2023-12-02,9.45,5.0
3594,INV-202401-00265,265,265,2024-01,2024-01-02,9.45,5.0
3595,INV-202402-00265,265,265,2024-02,2024-02-02,9.45,5.0
3596,INV-202403-00265,265,265,2024-03,2024-03-01,9.45,5.0
3597,INV-202404-00265,265,265,2024-04,2024-04-01,9.45,5.0
3598,INV-202405-00265,265,265,2024-05,2024-05-03,9.45,5.0
3599,INV-202406-00265,265,265,2024-06,2024-06-01,9.45,5.0
3600,INV-202407-00265,265,265,2024-07,2024-07-02,9.45,5.0
3601,INV-202408-00265,265,265,2024-08,2024-08-03,9.45,5.0
3602,INV-202409-00265,265,265,2024-09,2024-09-03,9.45,5.0
3603,INV-202410-00265,265,265,2024-10,2024-10-01,9.45,5.0
3604,INV-202411-00265,265,265,2024-11,2025-02-07,9.45,5.0
3605,INV-202412-00265,265,265,2024-12,2024-12-01,9.45,5.0
3606,INV-202402-00266,266,266,2024-02,2024-02-02,9.45,5.0
3607,INV-202403-00266,266,266,2024-03,2024-03-01,9.45,5.0
3608,INV-202404-00266,266,266,2024-04,2024-04-02,9.45,5.0
3609,INV-202405-00266,266,266,2024-05,2024-05-02,9.45,5.0
3610,INV-202406-00266,266,266,2024-06,2024-06-02,9.45,5.0
3611,INV-202407-00266,266,266,2024-07,2024-07-02,18.9,5.0
3612,INV-202408-00266,266,266,2024-08,2024-08-03,9.45,5.0
3613,INV-202409-00266,266,266,2024-09,2024-09-02,9.45,5.0
3614,INV-202410-00266,266,266,2024-10,2024-10-03,9.45,5.0
3615,INV-202411-00266,266,266,2024-11,,9.45,5.0
3616,INV-202412-00266,266,266,2024-12,2024-12-01,9.45,5.0
3617,INV-202310-00267,267,267,2023-10,2023-10-01,82.95,5.0
3618,INV-202311-00267,267,267,2023-11,2023-11-01,82.95,5.0
3619,INV-202312-00267,267,267,2023-12,2023-12-02,82.95,5.0
3620,INV-202401-00267,267,267,2024-01,2024-01-01,82.95,5.0
3621,INV-202402-00267,267,267,2024-02,2024-02-03,82.95,5.0
3622,INV-202403-00267,267,267,2024-03,2024-03-03,82.95,5.0
3623,INV-202404-00267,267,267,2024-04,2024-04-01,82.95,5.0
3624,INV-202405-00267,267,267,2024-05,2024-05-01,82.95,5.0
3625,INV-202406-00267,267,267,2024-06,2024-06-03,82.95,5.0
3626,INV-202407-00267,267,267,2024-07,2024-07-03,82.95,5.0
3627,INV-202408-00267,267,267,2024-08,2024-08-02,82.95,5.0
3628,INV-202409-00267,267,267,2024-09,2024-09-01,82.95,5.0
3629,INV-202410-00267,267,267,2024-10,2024-10-02,82.95,5.0
3630,INV-202411-00267,267,267,2024-11,2024-11-02,82.95,5.0
3631,INV-202412-00267,267,267,2024-12,2024-12-03,82.95,5.0
3632,INV-202403-00268,268,268,2024-03,2024-03-03,9.45,5.0
3633,INV-202404-00268,268,268,2024-04,2024-04-01,9.45,5.0
3634,INV-202405-00268,268,268,2024-05,2024-05-01,9.45,5.0
3635,INV-202406-00268,268,268,2024-06,2024-06-01,9.45,5.0
3636,INV-202407-00268,268,268,2024-07,2024-07-03,9.45,5.0
3637,INV-202408-00268,268,268,2024-08,2024-08-02,9.45,5.0
3638,INV-202409-00268,268,268,2024-09,2024-09-02,9.45,5.0
3639,INV-202410-00268,268,268,2024-10,2024-10-02,9.45,5.0
3640,INV-202411-00268,268,268,2024-11,2024-11-03,9.45,5.0
3641,INV-202412-00268,268,268,2024-12,2024-12-01,9.45,5.0
3642,INV-202406-00269,269,269,2024-06,2024-06-01,9.45,5.0
3643,INV-202407-00269,269,269,2024-07,2024-07-02,9.45,5.0
3644,INV-202408-00269,269,269,2024-08,2024-08-02,9.45,5.0
3645,INV-202409-00269,269,269,2024-09,2024-12-21,9.45,5.0
3646,INV-202410-00269,269,269,2024-10,2024-10-01,9.45,5.0
3647,INV-202411-00269,269,269,2024-11,2024-11-02,9.45,5.0
3648,INV-202412-00269,269,269,2024-12,2024-12-01,9.45,5.0
3649,INV-202404-00270,270,270,2024-04,2024-04-03,82.95,5.0
3650,INV-202405-00270,270,270,2024-05,2024-05-02,82.95,5.0
3651,INV-202406-00270,270,270,2024-06,2024-06-03,82.95,5.0
3652,INV-202407-00270,270,270,2024-07,2024-07-01,82.95,5.0
3653,INV-202408-00270,270,270,2024-08,2024-08-02,82.95,5.0
3654,INV-202409-00270,270,270,2024-09,2024-09-03,82.95,5.0
3655,INV-202410-00270,270,270,2024-10,2024-10-03,82.95,5.0
3656,INV-202411-00270,270,270,2024-11,2024-11-03,82.95,5.0
3657,INV-202412-00270,270,270,2024-12,2024-12-03,82.95,5.0
3658,INV-202307-00271,271,271,2023-07,2023-07-01,30.45,5.0
3659,INV-202308-00271,271,271,2023-08,2023-08-01,30.45,5.0
3660,INV-202309-00271,271,271,2023-09,2023-09-01,30.45,5.0
3661,INV-202310-00271,271,271,2023-10,2023-10-03,30.45,5.0
3662,INV-202311-00271,271,271,2023-11,2023-11-01,30.45,5.0
3663,INV-202312-00271,271,271,2023-12,2023-12-03,30.45,5.0
3664,INV-202401-00271,271,271,2024-01,2024-01-01,30.45,5.0
3665,INV-202402-00271,271,271,2024-02,2024-02-01,30.45,5.0
3666,INV-202403-00271,271,271,2024-03,2024-03-03,30.45,5.0
3667,INV-202404-00271,271,271,2024-04,2024-04-01,30.45,5.0
3668,INV-202405-00271,271,271,2024-05,2024-05-02,30.45,5.0
3669,INV-202406-00271,271,271,2024-06,2024-06-03,30.45,5.0
3670,INV-202407-00271,271,271,2024-07,2024-07-02,30.45,5.0
3671,INV-202408-00271,271,271,2024-08,2024-08-03,30.45,5.0
3672,INV-202409-00271,271,271,2024-09,2024-09-03,30.45,5.0
3673,INV-202410-00271,271,271,2024-10,2024-10-02,30.45,5.0
3674,INV-202411-00271,271,271,2024-11,2024-11-02,30.45,5.0
3675,INV-202412-00271,271,271,2024-12,2024-12-02,30.45,5.0
3676,INV-202303-00272,272,272,2023-03,2023-03-03,9.45,5.0
3677,INV-202304-00272,272,272,2023-04,2023-04-01,9.45,5.0
3678,INV-202305-00272,272,272,2023-05,2023-05-02,9.45,5.0
3679,INV-202306-00272,272,272,2023-06,2023-06-03,9.45,5.0
3680,INV-202307-00272,272,272,2023-07,2023-07-03,9.45,5.0
3681,INV-202308-00272,272,272,2023-08,2023-08-01,9.45,5.0
3682,INV-202309-00272,272,272,2023-09,2023-09-01,,5.0
3683,INV-202310-00272,272,272,2023-10,2023-10-01,9.45,5.0
3684,INV-202311-00272,272,272,2023-11,2023-11-03,9.45,5.0
3685,INV-202312-00272,272,272,2023-12,2023-12-02,9.45,5.0
3686,INV-202401-00272,272,272,2024-01,2024-01-03,9.45,5.0
3687,INV-202402-00272,272,272,2024-02,2024-02-03,9.45,5.0
3688,INV-202403-00272,272,272,2024-03,2024-03-03,9.45,5.0
3689,INV-202404-00272,272,272,2024-04,2024-04-03,9.45,5.0
3690,INV-202405-00272,272,272,2024-05,2024-05-02,9.45,5.0
3691,INV-202406-00272,272,272,2024-06,2024-06-01,9.45,5.0
3692,INV-202407-00272,272,272,2024-07,2024-07-01,9.45,5.0
3693,INV-202408-00272,272,272,2024-08,2024-08-02,9.45,5.0
3694,INV-202409-00272,272,272,2024-09,2024-09-03,9.45,5.0
3695,INV-202410-00272,272,272,2024-10,2024-10-01,9.45,5.0
3696,INV-202411-00272,272,272,2024-11,2024-11-03,9.45,5.0
3697,INV-202412-00272,272,272,2024-12,2024-12-01,9.45,5.0
3698,INV-202302-00273,273,273,2023-02,2023-02-02,30.45,5.0
3699,INV-202303-00273,273,273,2023-03,2023-03-02,30.45,5.0
3700,INV-202304-00273,273,273,2023-04,2023-04-01,30.45,5.0
3701,INV-202305-00273,273,273,2023-05,2023-05-02,30.45,5.0
3702,INV-202306-00273,273,273,2023-06,2023-06-02,30.45,5.0
3703,INV-202307-00273,273,273,2023-07,2023-07-03,30.45,5.0
3704,INV-202308-00273,273,273,2023-08,2023-08-02,30.45,5.0
3705,INV-202309-00273,273,273,2023-09,2023-09-01,30.45,5.0
3706,INV-202310-00273,273,273,2023-10,2023-10-03,30.45,5.0
3707,INV-202311-00273,273,273,2023-11,2023-11-03,30.45,5.0
3708,INV-202312-00273,273,273,2023-12,2023-12-01,30.45,5.0
3709,INV-202401-00273,273,273,2024-01,2024-01-01,30.45,5.0
3710,INV-202402-00273,273,273,2024-02,2024-02-02,30.45,5.0
3711,INV-202403-00273,273,273,2024-03,2024-03-01,30.45,5.0
3712,INV-202404-00273,273,273,2024-04,2024-04-01,30.45,150.0
3713,INV-202405-00273,273,273,2024-05,2024-05-03,30.45,5.0
3714,INV-202406-00273,273,273,2024-06,2024-06-01,30.45,5.0
3715,INV-202407-00273,273,273,2024-07,2024-07-01,30.45,5.0
3716,INV-202408-00273,273,273,2024-08,2024-08-01,30.45,5.0
3717,INV-202409-00273,273,273,2024-09,2024-09-01,30.45,5.0
3718,INV-202410-00273,273,273,2024-10,2024-10-01,30.45,5.0
3719,INV-202411-00273,273,273,2024-11,2024-11-02,30.45,5.0
3720,INV-202412-00273,273,273,2024-12,2024-12-01,30.45,5.0
3721,INV-202401-00274,274,274,2024-01,2024-01-03,82.95,5.0
3722,INV-202402-00274,274,274,2024-02,2024-02-02,82.95,5.0
3723,INV-202403-00274,274,274,2024-03,2024-03-01,82.95,5.0
3724,INV-202404-00274,274,274,2024-04,2024-04-03,82.95,5.0
3725,INV-202405-00274,274,274,2024-05,2024-05-01,82.95,5.0
3726,INV-202406-00274,274,274,2024-06,2024-06-02,82.95,5.0
3727,INV-202407-00274,274,274,2024-07,2024-07-01,82.95,5.0
3728,INV-202408-00274,274,274,2024-08,2024-08-02,82.95,5.0
3729,INV-202409-00274,274,274,2024-09,2024-09-03,82.95,5.0
3730,INV-202410-00274,900274,900274,2024-10,2024-10-03,82.95,5.0
3731,INV-202411-00274,274,274,2024-11,2024-11-03,82.95,5.0
3732,INV-202412-00274,274,274,2024-12,2024-12-03,82.95,5.0
3733,INV-202303-00275,275,275,2023-03,2023-03-02,9.45,5.0
3734,INV-202304-00275,275,275,2023-04,2023-04-01,9.45,5.0
3735,INV-202305-00275,275,275,2023-05,2023-05-03,9.45,5.0
3736,INV-202306-00275,275,275,2023-06,2023-06-03,9.45,5.0
3737,INV-202307-00275,275,275,2023-07,2023-07-01,9.45,5.0
3738,INV-202308-00275,275,275,2023-08,2023-08-01,9.45,5.0
3739,INV-202309-00275,275,275,2023-09,2023-09-01,9.45,5.0
3740,INV-202310-00275,275,275,2023-10,2024-01-19,,5.0
3741,INV-202311-00275,275,275,2023-11,2023-11-01,9.45,5.0
3742,INV-202312-00275,275,275,2023-12,2023-12-03,9.45,5.0
3743,INV-202401-00275,275,275,2024-01,2024-01-02,9.45,5.0
3744,INV-202402-00275,275,275,2024-02,2024-02-02,9.45,5.0
3745,INV-202403-00275,275,275,2024-03,2024-03-01,9.45,5.0
3746,INV-202404-00275,275,275,2024-04,2024-04-03,9.45,5.0
3747,INV-202405-00275,275,275,2024-05,2024-05-02,9.45,5.0
3748,INV-202406-00275,275,275,2024-06,2024-06-03,9.45,5.0
3749,INV-202407-00275,275,275,2024-07,2024-07-02,9.45,5.0
3750,INV-202408-00275,275,275,2024-08,2024-08-03,9.45,5.0
3751,INV-202409-00275,275,275,2024-09,2024-09-01,9.45,5.0
3752,INV-202410-00275,275,275,2024-10,2024-10-01,9.45,5.0
3753,INV-202411-00275,275,275,2024-11,2024-11-03,9.45,5.0
3754,INV-202412-00275,275,275,2024-12,2024-12-01,9.45,5.0
3755,INV-202405-00276,276,276,2024-05,2024-05-03,30.45,5.0
3756,INV-202406-00276,276,276,2024-06,2024-06-02,30.45,5.0
3757,INV-202407-00276,276,276,2024-07,2024-07-03,60.9,5.0
3758,INV-202408-00276,276,276,2024-08,2024-08-02,30.45,5.0
3759,INV-202409-00276,276,276,2024-09,2024-09-03,30.45,5.0
3760,INV-202410-00276,276,276,2024-10,2024-10-03,30.45,5.0
3761,INV-202411-00276,276,276,2024-11,2024-11-03,30.45,5.0
3762,INV-202412-00276,276,276,2024-12,2024-12-02,30.45,5.0
3763,INV-202312-00277,900277,900277,2023-12,2023-12-01,9.45,150.0
3764,INV-202401-00277,277,277,2024-01,2024-01-03,9.45,5.0
3765,INV-202402-00277,277,277,2024-02,2024-02-02,9.45,5.0
3766,INV-202403-00277,277,277,2024-03,2024-03-02,9.45,5.0
3767,INV-202404-00277,277,277,2024-04,2024-04-01,9.45,5.0
3768,INV-202405-00277,277,277,2024-05,2024-05-03,9.45,5.0
3769,INV-202406-00277,277,277,2024-06,2024-06-02,9.45,5.0
3770,INV-202407-00277,277,277,2024-07,2024-07-01,18.9,5.0
3771,INV-202408-00277,277,277,2024-08,2024-08-01,9.45,5.0
3772,INV-202409-00277,277,277,2024-09,2024-09-03,9.45,5.0
3773,INV-202410-00277,277,277,2024-10,2024-10-01,9.45,5.0
3774,INV-202411-00277,277,277,2024-11,2024-11-02,9.45,5.0
3775,INV-202412-00277,277,277,2024-12,2024-12-03,9.45,5.0
3776,INV-202301-00278,278,278,2023-01,2023-01-03,82.95,5.0
3777,INV-202302-00278,278,278,2023-02,2023-02-03,82.95,5.0
3778,INV-202303-00278,278,278,2023-03,2023-03-03,82.95,5.0
3779,INV-202304-00278,278,278,2023-04,2023-04-01,82.95,5.0
3780,INV-202305-00278,278,278,2023-05,2023-05-03,82.95,5.0
3781,INV-202306-00278,278,278,2023-06,2023-06-02,82.95,5.0
